STATE_ABBR,REPORTING_YEAR,CATEGORY,SUM_REL_EST,AVG_REL_EST,MIN_REL_EST,MAX_REL_EST,STD_REL_EST,VAR_REL_EST
CT,2008,ENERGY RECOVERY,1816801.52,18351.53051,0.0000013,197283,35419.68218,1254553886
WV,2008,LAND TREA,1308999.4,21459.00656,2.4,174267,36293.94797,1317250659
AR,2008,LAND TREA,617840.5699,10652.42362,0.0000018,335291,46090.0154,2124289520
OK,2008,SI 5.5.3B,434650.412,9448.921999,0.0119564,247454.91,37186.82028,1382859602
VT,2008,WASTE TREATMENT,235966.6,13880.38824,197,87284.7,28225.54473,796681375.5
GA,2008,POTW METALS,0,0,0,0,0,0
NY,2008,SI 5.5.3B,3120803.763,120030.914,0.02,2916774,570935.7936,3.25968E+11
MI,2008,UNINJ I,371212,41245.77778,110,330000,108377.5726,11745698245
WI,2008,LAND TREA,590613.6,49217.8,110.6,310500,85726.51494,7349035364
NE,2008,SI 5.5.3B,5435.355219,258.826439,0.00017,4185,906.0880581,820995.569
HI,2008,LAND TREA,14045,14045,14045,14045,0,0
OK,2008,TOTAL OFFSITE RELEASE,3895911.361,2971.709657,0,470000,25342.71747,642253328.8
MD,2008,TOTAL OFFSITE RELEASE,3973532.863,5340.769977,0,412700,28341.11573,803218841
AL,2008,TOTAL OFFSITE RELEASE,28434123.7,11827.83848,0,8773962,237362.0928,56340763106
NV,2008,TOTAL OFFSITE RELEASE,1877644.477,3576.46567,0,1020840,53049.89815,2814291694
PR,2008,TOTAL OFFSITE RELEASE,632486.4741,1427.734705,0,140709,8863.894797,78568630.98
AR,2008,POTW RELEASE,4787.751834,3.283780407,0,448,25.64737435,657.7878111
CT,2008,POTW TREATMENT,1101238.148,1104.551803,0,240000,10021.62668,100433001.3
MO,2008,POTW TREATMENT,4318161.478,2114.672614,0,582827,22184.72038,492161818.3
GA,2008,TOTAL ONSITE RELEASE,105979816.5,41125.26835,0,9600000,328620.8233,1.07992E+11
PR,2008,TOTAL ONSITE RELEASE,4671948.404,10546.15892,0,1193818,83331.90342,6944206128
CT,2008,TOTAL ON OFFSITE RELEASE,4057563.03,4069.772347,0,303075,17873.9358,319477581.1
MO,2008,TOTAL ON OFFSITE RELEASE,88912911.69,43542.07233,0,12268590,436222.0948,1.9029E+11
MT,2008,AIR FUG,410994.8618,2107.665958,0.0000119,58029,6068.325021,36824568.56
OH,2008,WASTE TREATMENT,17979803.03,16345.27548,0.0004776,2062189,103385.7036,10688603708
CA,2008,AIR STACK,10064095.05,4451.169859,0.0000003,794386,30820.19815,949884614.1
NE,2008,OTH LANDF,4903854.7,100078.6673,2,2400000,363800.6935,1.32351E+11
UT,2008,WASTE TREATMENT,5098514.836,21695.80781,1,721138,83020.7207,6892440065
NV,2008,WASTE TREATMENT,37868.65651,1262.28855,0.000124,14234,2950.527591,8705613.067
KS,2008,RECYCLING,50142017.14,168828.3406,0.002,13031289,915383.0412,8.37926E+11
KY,2008,RECYCLING,84425131.01,169528.3755,0.1,22295058,1147459.469,1.31666E+12
IA,2008,WATER,4535043.486,21291.28397,0.0000204,1692193,144493.0506,20878241658
IL,2008,SI 5.5.3B,7770978.653,74720.94859,0.0054,1180299,196549.0166,38631515944
IA,2008,SI 5.5.3B,1541377.205,32795.25968,0.000286,452510,105051.9832,11035919167
NV,2008,OTH DISP,91238805.99,931008.2244,0.492,48000000,5042922.223,2.54311E+13
NH,2008,WATER,1754.21432,50.12040914,0.00069,694,127.0039664,16130.00749
ID,2008,OTH DISP,18798307.35,318615.3788,0.21,4923381,873507.8201,7.63016E+11
TN,2008,ENERGY RECOVERY,8724924.592,37127.33869,0.2,1213226,146074.4199,21337736159
NH,2008,ENERGY RECOVERY,288011.68,7784.099459,0.09,47244,13109.41437,171856745.1
MA,2008,SI 5.5.3B,20626.89303,982.2330014,0.00303,10200,2338.701271,5469523.635
WV,2008,POTW NON METALS,3878547.503,117531.7425,2,1090000,269767.2216,72774353856
OK,2008,POTW NON METALS,556586.75,22263.47,0.074,354000,73334.57829,5377960373
RI,2008,POTW METALS,0,0,0,0,0,0
IN,2008,POTW METALS,0,0,0,0,0,0
ID,2008,POTW METALS,0,0,0,0,0,0
WI,2008,SI 5.5.3A,101113,50556.5,43025,58088,10651.14945,113446984.5
VI,2008,WATER,193004.0012,19300.40012,0.0012128,174932,54795.82995,3002582980
NV,2008,ENERGY RECOVERY,68815.67,6881.567,37,38783,13303.5638,176984809.8
AK,2008,WASTE TREATMENT,6197.3082,151.1538585,0.0082,765,192.7717253,37160.93808
DE,2008,POTW METALS,0,0,0,0,0,0
MT,2008,POTW NON METALS,63124,10520.66667,13,47466,18462.92616,340879642.3
MD,2008,SI 5.5.3B,11101,5550.5,1457,9644,5789.083218,33513484.5
VT,2008,POTW NON METALS,1588164.7,264694.1167,10,1405652,559943.9411,3.13537E+11
VI,2008,ENERGY RECOVERY,25,25,25,25,0,0
DC,2008,TOTAL OFFSITE RELEASE,265.8508328,13.99214909,0,149.114,41.81563924,1748.547685
NE,2008,POTW RELEASE,3293.37682,4.249518477,0,750,40.04789555,1603.833938
IA,2008,POTW TREATMENT,5103947.01,3009.402718,0,1776835,47552.81318,2261270041
VA,2008,POTW TREATMENT,19208142.53,11352.3301,0,5715679,207020.547,42857506875
DE,2008,POTW TREATMENT,1116589.68,3533.511646,0,461625,29558.40785,873699474.8
NV,2008,TOTAL ONSITE RELEASE,205872579.8,392138.2473,0,52500340,2877361.178,8.27921E+12
FL,2008,TOTAL ON OFFSITE RELEASE,78849020.69,40188.08394,0,14030075,426327.983,1.81756E+11
ME,2008,TOTAL ON OFFSITE RELEASE,10500918.61,24477.66575,0,2417545,137809.7323,18991522327
MS,2008,AIR FUG,3632335.742,6751.553423,0.00001,868713,42428.21126,1800153111
MT,2008,AIR STACK,3004982.157,12625.97545,0.0000117,890000,65239.23599,4256157913
NC,2008,AIR FUG,5749068.706,5449.354224,0.00002,652951,34017.53748,1157192856
TN,2008,AIR STACK,35896927.66,28154.45306,0.0000265,3400000,195589.0096,38255060686
NM,2008,SI 5.5.3B,1276756.211,28372.36024,0.051,487205,78934.74022,6230693213
PA,2008,POTW METALS,0,0,0,0,0,0
WV,2008,WATER,1972131.832,7358.700867,0.0073323,437389,37394.57464,1398354212
NV,2008,OTH LANDF,1453668.2,17946.52099,0.02,465076,65785.02067,4327668945
VT,2008,ENERGY RECOVERY,13848.522,2308.087,0.338,6813,3189.449084,10172585.46
KY,2008,OTH DISP,516257.63,8604.293833,0.1,135986,29441.98299,866830362.4
KS,2008,ENERGY RECOVERY,5051575.945,28702.13605,1,992395,124839.4266,15584882436
NH,2008,POTW NON METALS,555046.5,29212.97368,2,154154,51673.28041,2670127908
VA,2008,WASTE TREATMENT,4873274.628,23888.60112,0.1678,661478,85240.84759,7266002098
AL,2008,SI 5.5.3B,17777455.06,117731.4905,0.0001138,3600000,407032.1885,1.65675E+11
AK,2008,AIR FUG,420539.0696,3788.640267,0.0000013,246961,23576.35039,555844297.7
KS,2008,SI 5.5.3B,412991.6316,12146.81269,0.000042,186000,37205.01727,1384213310
DE,2008,SI 5.5.3B,1973.000573,246.6250717,0.0005733,1100,383.8786252,147362.7989
AK,2008,WATER,43782.907,826.0925849,0.007,40000,5488.440382,30122977.83
NM,2008,OTH DISP,10843989.37,225916.4452,0.36,7180000,1054891.729,1.1128E+12
OR,2008,OTH DISP,13459.15943,1345.915943,0.0004324,8886,2826.085377,7986758.561
WY,2008,WATER,11501,718.8125,4,6590,1626.577889,2645755.629
OH,2008,POTW METALS,0,0,0,0,0,0
LA,2008,POTW METALS,0,0,0,0,0,0
PR,2008,OTH DISP,10411.433,1156.825889,0.093,10096,3353.149692,11243612.86
GU,2008,ENERGY RECOVERY,33360,4170,4170,4170,0,0
SD,2008,POTW METALS,0,0,0,0,0,0
ID,2008,ENERGY RECOVERY,5.5,2.75,0.54,4.96,3.125411973,9.7682
NC,2008,SI 5.5.3A,198664,99332,1150,197514,138850.316,19279410248
IL,2008,SI 5.5.3A,15720,5240,5,14215,7808.439345,60971725
AZ,2008,TOTAL OFFSITE RELEASE,1419193.81,1478.326886,0,626550,22642.91068,512701404.2
IN,2008,POTW RELEASE,15924.41995,4.441958145,0,3000,57.92230434,3354.99334
MI,2008,POTW TREATMENT,10330344.62,3251.603595,0,1313170,42030.74056,1766583152
GA,2008,POTW TREATMENT,4841031.584,1878.553195,0,1797444,42775.55658,1829748241
ME,2008,POTW TREATMENT,452127.49,1053.910233,0,197000,12098.53123,146374457.9
MD,2008,TOTAL ONSITE RELEASE,46037623.48,61878.52618,0,18001800,729474.6153,5.32133E+11
IA,2008,AIR STACK,17759251.17,18422.45971,0.0000227,2648121,113375.0794,12853908636
IN,2008,AIR FUG,5833592.348,3417.453045,0.0000013,462246,20176.13178,407076293.7
OR,2008,AIR STACK,7461259.986,13998.61161,0.0001015,584000,52352.15518,2740748152
AR,2008,RECYCLING,79093808.47,234005.3505,0.0081,14609293,1148872.798,1.31991E+12
WV,2008,AIR FUG,2121435.273,4048.540598,0.0000017,437389,22366.15146,500244731.3
CA,2008,RECYCLING,111987104.8,88949.24922,0.014,31401138.9,1265052.685,1.60036E+12
TN,2008,POTW NON METALS,5189313.729,29653.22131,0.136,613478,76953.03671,5921769859
NM,2008,ENERGY RECOVERY,154306.2,7013.918182,31,74000,16337.30381,266907495.9
CO,2008,ENERGY RECOVERY,2377901.77,41717.57491,0.1,710000,117350.0753,13771040172
NM,2008,RECYCLING,2899027.46,57980.5492,0.4,1220810,207725.9605,43150074678
TN,2008,OTH DISP,1937749.684,22797.05511,0.006,955774,111395.4281,12408941404
WA,2008,OTH DISP,1214054.195,15974.39731,0.0001,791655,92904.70251,8631283748
ME,2008,POTW METALS,0,0,0,0,0,0
LA,2008,POTW NON METALS,3181901.812,176772.3229,0.05,1868845,479755.7435,2.30166E+11
KS,2008,LAND TREA,196123,21791.44444,1,189075,62746.79456,3937160228
NM,2008,LAND TREA,993091,198618.2,12,929678,408996.3273,1.67278E+11
NE,2008,LAND TREA,377437,125812.3333,2095,329040,177382.8574,31464678086
CO,2008,TOTAL OFFSITE RELEASE,4455815.561,5727.269359,0,1300000,65400.26857,4277195129
SC,2008,TOTAL OFFSITE RELEASE,9269040.201,4222.797358,0,2212675,64232.05603,4125757022
ME,2008,TOTAL OFFSITE RELEASE,1446686.027,3372.2285,0,608648,31439.13793,988419393.9
MN,2008,POTW TREATMENT,18927836.28,11640.73572,0,8365302,265114.9773,70285951204
FL,2008,POTW TREATMENT,5460792.67,2783.278629,0,4450663,100734.4173,10147422821
NV,2008,POTW TREATMENT,48960,93.25714286,0,33376,1593.922714,2540589.619
WI,2008,TOTAL ONSITE RELEASE,27447392.61,9013.92204,0,2800460,80764.8552,6522961836
WY,2008,TOTAL ON OFFSITE RELEASE,20378567.16,69314.85428,0,5494000,403515.7845,1.62825E+11
NE,2008,AIR FUG,3277249.341,11746.41341,0.0000372,2630909,157629.0612,24846920940
IA,2008,WASTE TREATMENT,1400003.62,8641.997654,0.5,110000,18879.5866,356438790.3
TX,2008,OTH LANDF,21849953.17,77757.84046,0.0008242,2996909,307094.4845,94307022431
MA,2008,AIR FUG,728801.3704,1267.480644,0.0000022,104245,7980.239795,63684227.19
PA,2008,RECYCLING,170404564.2,114905.3029,0.01,9242540,534401.4657,2.85585E+11
FL,2008,WATER,1321116.347,6740.389528,0.0000018,325775,29035.8501,843080591
FL,2008,POTW NON METALS,10954850.34,188876.73,0.94,8901326,1166704.382,1.3612E+12
IL,2008,WATER,12493972.22,25921.1042,0.0000893,6571220,340686.7235,1.16067E+11
TN,2008,AIR FUG,7789060.672,7113.297418,0.0000265,1359865,55240.18364,3051477889
CA,2008,UNINJ IIV,71075.2,3090.226087,0.1,40606,8644.263379,74723289.36
AZ,2008,RECYCLING,9732975.72,40723.74778,0.02,901642,114488.2871,13107567882
DE,2008,RECYCLING,8799166.002,144248.623,0.00018,2849620,486223.5517,2.36413E+11
WY,2008,SI 5.5.3B,1092385.269,24275.2282,0.129,420000,78489.02789,6160527499
WI,2008,OTH DISP,1235514.876,23311.60144,0.0009,652825,92709.44362,8595040937
NH,2008,WASTE TREATMENT,224061.76,9741.815652,0.1,153847,32447.58068,1052845492
OR,2008,RECYCLING,16590026.29,78625.71703,0.008,2687013,271867.7323,73912063852
UT,2008,OTH DISP,47669309.37,993110.6119,0.1,47514613,6857673.084,4.70277E+13
VI,2008,OTH DISP,6111,763.875,2,2756,1225.017719,1500668.411
MD,2008,UNINJ IIV,20661.562,2951.651714,0.162,19858,7456.146895,55594126.51
AR,2008,UNINJ IIV,14556,2426,1,6552,3100.571818,9613545.6
FL,2008,LAND TREA,610790.0379,18508.78903,0.007938,208000,42402.10084,1797938156
VA,2008,LAND TREA,3838.465,959.61625,1.04,3830.97,1914.23623,3664300.345
RI,2008,OTH DISP,10666,3555.333333,250,9300,4993.834732,24938385.33
MO,2008,TOTAL OFFSITE RELEASE,3600703.579,1763.322027,0,1008240,23888.60436,570665418.3
CO,2008,POTW RELEASE,1021.2766,1.312694859,0,250,13.80243265,190.507147
NV,2008,POTW RELEASE,27.2,0.051809524,0,6,0.497380123,0.247386987
PR,2008,POTW RELEASE,884.21,1.995959368,0,750,35.69809551,1274.354023
MA,2008,POTW TREATMENT,10584722.87,7576.752233,0,2542000,102751.2386,10557817043
MT,2008,POTW TREATMENT,31559.5,90.42836676,0,23733,1301.272844,1693311.015
WY,2008,POTW TREATMENT,3358,11.42176871,0,840,86.56843848,7494.094542
CA,2008,TOTAL ONSITE RELEASE,38877031.96,9062.245213,0,4330673.4,112513.6932,12659331146
VT,2008,TOTAL ON OFFSITE RELEASE,340032.8714,3505.49352,0,132990,15560.79957,242138483.4
OH,2008,WATER,8531975.307,11529.69636,0.0000122,3800000,157269.0167,24733543599
OH,2008,POTW NON METALS,37615538.34,92421.47013,0.016,13960102,713583.9686,5.09202E+11
CA,2008,AIR FUG,2607700.018,1270.808976,0.000002,179873.08,7702.249626,59324649.3
NV,2008,SI 5.5.3B,108322624.2,873569.55,0.1,22407000,3032145.256,9.1939E+12
VA,2008,AIR FUG,3749014.704,5595.544334,0.0000003,546942,30534.72481,932369419
VT,2008,AIR STACK,10461.44693,307.6896154,0.0004,2154,526.5166431,277219.7755
AL,2008,OTH LANDF,11271809.76,62621.16533,0.0000014,1990626.9,260371.8947,67793523549
AR,2008,UNINJ I,4295916,238662,2,4233458,996995.0766,9.93999E+11
PA,2008,WASTE TREATMENT,17807430.92,30544.47842,0.0001,1800000,150183.578,22555107095
UT,2008,RCRA C,5008380.3,139121.675,0.2,2388366,415597.1127,1.72721E+11
OH,2008,RCRA C,28850521,1518448.474,210,24000000,5468217.884,2.99014E+13
HI,2008,AIR STACK,2031347.201,12019.80592,0.0000031,540000,53689.94287,2882609965
WI,2008,ENERGY RECOVERY,18020960.05,67242.38825,0.00068,3902000,336147.8393,1.12995E+11
DE,2008,POTW NON METALS,2261533.36,57988.03487,7.54,923387,162543.0817,26420253408
AL,2008,WASTE TREATMENT,11051585.67,51885.37875,0.1,2316334,194017.9107,37642949666
IN,2008,WASTE TREATMENT,17798278.48,56323.66608,0.03,6955300,509914.6794,2.60013E+11
GA,2008,SI 5.5.3B,16658832.89,111058.8859,0.0000029,4000000,377687.2181,1.42648E+11
CA,2008,SI 5.5.3B,1155.9,46.236,0.04,679,140.85955,19841.41283
NV,2008,LAND TREA,3353.5,186.3055556,0.1,1088,311.4753573,97016.8982
CT,2008,OTH DISP,3393.75,377.0833333,0.1,2395,774.6764316,600123.5738
RI,2008,WATER,8203.330629,248.5857766,0.00044,5232,975.5887128,951773.3365
SC,2008,POTW METALS,0,0,0,0,0,0
MS,2008,POTW METALS,0,0,0,0,0,0
NH,2008,POTW METALS,0,0,0,0,0,0
MP,2008,AIR FUG,2070.30047,103.5150235,0.00061,444,145.7284834,21236.79086
MT,2008,UNINJ IIV,10290.89,2572.7225,0.1,5606.7,2992.786641,8956771.879
WV,2008,RCRA C,5968,1193.6,8,5610,2470.415613,6102953.3
PA,2008,RCRA C,10,5,5,5,0,0
LA,2008,TOTAL OFFSITE RELEASE,17696863.38,6013.205362,0,3819127,112326.1468,12617163247
IN,2008,POTW TREATMENT,4181869.052,1166.49067,0,1943733,33243.43181,1105125759
WI,2008,POTW TREATMENT,9224137.792,3029.273495,0,2600000,51476.08742,2649787576
IL,2008,TOTAL ONSITE RELEASE,81306840.02,19203.31602,0,12000006,245895.1824,60464440741
AL,2008,TOTAL ONSITE RELEASE,87398853.26,36355.5962,0,4200000,188474.3692,35522587852
MD,2008,TOTAL ON OFFSITE RELEASE,50011156.34,67219.29615,0,18001800,729581.0367,5.32288E+11
ND,2008,TOTAL ON OFFSITE RELEASE,22661460.47,82405.31079,0,3903112,370109.1865,1.36981E+11
IA,2008,RECYCLING,25620942.74,71367.52853,0.17,5940981,366788.5763,1.34534E+11
KS,2008,POTW NON METALS,4991702.38,86063.83414,1.12,3613112,473165.2151,2.23885E+11
KY,2008,WASTE TREATMENT,13942349.8,45712.6223,0.0003402,1220851,142227.6788,20228712617
ID,2008,WATER,2766292.876,52194.20521,0.0000002,2527150,346849.0365,1.20304E+11
MD,2008,WASTE TREATMENT,531595.9178,5778.216498,0.0278,77000,14910.86208,222333808
NV,2008,RECYCLING,6749166.62,58688.40539,0.05,4248640,400617.5226,1.60494E+11
VT,2008,WATER,133967,33491.75,220,132793,66201.27676,4382609044
WA,2008,WATER,1862937.695,8746.186362,0.0000075,410000,35649.18636,1270864488
ID,2008,LAND TREA,2105443.7,95701.98637,0.0001762,1264083,279325.8329,78022920910
NC,2008,ENERGY RECOVERY,5574958.143,21777.18024,0.003,554147,64776.68142,4196018456
SD,2008,SI 5.5.3B,17459.64,1939.96,2.4,13462,4489.445298,20155119.08
LA,2008,SI 5.5.3A,246.3800167,82.12667223,0.0000167,240,136.7595216,18703.16676
WA,2008,UNINJ IIV,0.0000547,0.0000547,0.0000547,0.0000547,0,0
SD,2008,TOTAL OFFSITE RELEASE,627839.824,1852.034879,0,245346.38,16887.68397,285193869.7
AS,2008,POTW RELEASE,0,0,0,0,0,0
SC,2008,POTW TREATMENT,4103578.131,1869.511677,0,1543185,36856.88557,1358430014
RI,2008,POTW TREATMENT,712170.66,2125.882567,0,275892,19955.53057,398223200.3
NE,2008,TOTAL ONSITE RELEASE,30782707.52,39719.6226,0,5319981,344550.0735,1.18715E+11
PR,2008,AIR FUG,598607.654,3069.782841,0.1,138218,12360.69309,152786733.7
MS,2008,RECYCLING,31301023.14,154955.5601,0.0167,10000000,773801.8315,5.98769E+11
VA,2008,WATER,20443224.04,71479.80433,0.0009,14000000,839923.5111,7.05472E+11
UT,2008,AIR FUG,2218197.84,5281.423429,0.0000042,1524239,74751.39632,5587771252
GA,2008,RECYCLING,43254248.72,104478.8617,0.0264,7416027,544152.7577,2.96102E+11
DE,2008,AIR FUG,195022.3049,1108.081278,0.0000154,51169,4407.789555,19428608.76
CT,2008,AIR FUG,555423.6088,1485.089863,0.0000003,84436,6800.541337,46247362.48
GA,2008,LAND TREA,327633.46,8400.857949,0.08,94743,17645.17663,311352258.2
MT,2008,SI 5.5.3B,14410390.59,248455.0102,0.0002198,6316725,972262.742,9.45295E+11
OK,2008,AIR STACK,10905748.58,16350.44765,0.0000002,1790740,118161.1725,13962062683
DE,2008,WASTE TREATMENT,1940440.053,52444.32575,0.0526,923387,170671.8987,29128897005
MA,2008,RECYCLING,18745095.22,50254.94697,0.0008,1662950,165492.863,27387887697
KY,2008,SI 5.5.3B,8194014.63,45776.61805,0.0004666,520700,88201.55383,7779514098
DE,2008,WATER,2796686.218,36320.60024,0.001,2150214,248487.7714,61746172550
OH,2008,LAND TREA,1079689.37,21170.3798,0.27,140000,28406.06904,806904758.2
WA,2008,SI 5.5.3B,12163427.93,311882.7674,0.1,7465833,1277580.452,1.63221E+12
ND,2008,OTH DISP,1245395.094,44478.39621,0.2,610000,124177.3609,15420016967
SC,2008,LAND TREA,144201.73,13109.24818,1,58742,19903.51877,396150059.6
MT,2008,ENERGY RECOVERY,188533.8,23566.725,5,94954,43477.33514,1890278671
VA,2008,UNINJ IIV,0.05,0.05,0.05,0.05,0,0
AR,2008,SI 5.5.3A,66167,33083.5,5,66162,46780.06332,2188374325
MN,2008,POTW RELEASE,65529.5592,40.30108192,0,37364,972.1449557,945065.8148
FL,2008,POTW RELEASE,48877.17151,24.91191208,0,41508,940.6772095,884873.6125
ID,2008,POTW RELEASE,370.927,1.036108939,0,304,16.15995264,261.1440692
PA,2008,POTW TREATMENT,9824418.636,2231.301076,0,5471710,84202.25795,7090020243
KS,2008,TOTAL ONSITE RELEASE,20591068.21,17202.22908,0,1940012,112933.0609,12753876252
AR,2008,TOTAL ONSITE RELEASE,35403610.35,24282.31162,0,4256237,163153.1448,26618948650
SC,2008,TOTAL ONSITE RELEASE,56691043.6,25827.35472,0,3665324,153550.493,23577753914
NJ,2008,TOTAL ONSITE RELEASE,15973208.54,9462.801266,0,5323168,153395.3016,23530118552
MT,2008,TOTAL ONSITE RELEASE,46160935.2,132266.29,0,10243333,859756.8245,7.39182E+11
WY,2008,TOTAL ONSITE RELEASE,18969047.15,64520.56853,0,5494000,400817.4168,1.60655E+11
KY,2008,TOTAL ON OFFSITE RELEASE,97238994.09,46884.76089,0,6800000,285050.1382,81253581263
MI,2008,TOTAL ON OFFSITE RELEASE,96839332.46,30481.37629,0,13000000,320374.4356,1.0264E+11
NY,2008,TOTAL ON OFFSITE RELEASE,31495721.79,13239.05918,0,3847821,111284.2949,12384194295
TX,2008,RCRA C,3412966.074,28441.38395,0.0256,852914,100389.8096,10078113873
VA,2008,AIR STACK,32339380.34,32242.65238,0.0002205,2200000,171034.2741,29252722924
MI,2008,WASTE TREATMENT,24038341.59,61322.29998,0.01,3251101,311559.5797,97069371673
AR,2008,POTW NON METALS,3082671.78,65588.76128,0.84,891429.2,174738.7312,30533624191
WV,2008,OTH DISP,458877.34,5596.065122,3,151110,19778.54437,391190817.2
SC,2008,WASTE TREATMENT,17233470.14,59425.75911,0.1,1444108,202944.8153,41186598059
VA,2008,POTW NON METALS,38537244.45,397291.1799,0.0006288,11431358,1693938.612,2.86943E+12
FL,2008,UNINJ I,18561372,773390.5,19,14030075,2846659.68,8.10347E+12
MI,2008,OTH LANDF,10111231.21,114900.3546,0.0000748,3600000,497073.7132,2.47082E+11
DE,2008,ENERGY RECOVERY,3695309.31,99873.22459,0.6,1494643,274239.2074,75207142855
ME,2008,WATER,3541975.912,25120.39654,0.0000014,2417545,204638.199,41876792485
KS,2008,WATER,964271.892,12205.97332,0.1,845625,95331.95744,9088182108
WI,2008,WASTE TREATMENT,11727770.42,38201.20659,0.02,7300000,420609.1085,1.76912E+11
RI,2008,ENERGY RECOVERY,298998.2362,11074.00875,0.5,95600,22219.00334,493684109.4
IN,2008,LAND TREA,3438481.539,118568.3289,0.039,779000,213970.7872,45783497789
ID,2008,WASTE TREATMENT,473926.59,21542.11773,0.05,280250,61932.15125,3835591359
MT,2008,OTH DISP,15527430.77,254548.0454,0.0003,10239733,1384724.149,1.91746E+12
MO,2008,LAND TREA,115441,16491.57143,13,92853,33990.54798,1155357352
GU,2008,WASTE TREATMENT,37.0959,6.18265,0.0159,13,6.199994946,38.43993734
MI,2008,TOTAL OFFSITE RELEASE,28782573.41,9059.670573,0,6419207,168445.1642,28373773351
TN,2008,TOTAL OFFSITE RELEASE,17602720.4,7806.084434,0,5800260,139293.1344,19402577294
WA,2008,POTW RELEASE,1097.48841,0.970369947,0,250,13.06246319,170.6279446
MA,2008,TOTAL ONSITE RELEASE,3855146.956,2759.589804,0,1210171,34544.8135,1193344139
VI,2008,TOTAL ONSITE RELEASE,794675.2392,11352.50342,0,174932,27650.84235,764569082.6
ND,2008,TOTAL ONSITE RELEASE,14750020.76,53636.43912,0,2581758,224221.4979,50275280137
SD,2008,TOTAL ON OFFSITE RELEASE,7677890.338,22648.64406,0,2089019,167721.2812,28130428163
KS,2008,WASTE TREATMENT,1238751.799,9108.469107,0.1686,423662,39748.09928,1579911397
TX,2008,UNINJ I,70204999.26,220770.4379,0.0000108,4987993,651580.9542,4.24558E+11
KY,2008,AIR STACK,53046490.72,39091.00274,0.0000008,6800000,308944.9415,95446976859
NV,2008,AIR FUG,964962.2076,3906.729585,0.000001,371774,28667.71572,821837924.6
NJ,2008,WATER,9377555.722,44868.68767,0.01,5311000,420438.8689,1.76769E+11
GA,2008,AIR FUG,8255748.081,7686.916277,0.0000072,1700000,70519.5222,4973003011
OR,2008,OTH LANDF,3267801.311,72617.80692,0.0000066,2479480,369259.3167,1.36352E+11
NJ,2008,ENERGY RECOVERY,32747454.36,96885.95963,0.013,3346258,357599.7788,1.27878E+11
CA,2008,RCRA C,17449274.06,264382.9403,7.83,4330655,667800.3674,4.45957E+11
OK,2008,AIR FUG,3483821.313,5664.750103,0.0000419,768455,43951.17145,1931705472
WI,2008,POTW NON METALS,19504908.06,75600.41885,0.0032,5200000,348896.9329,1.21729E+11
KS,2008,OTH DISP,410377.2766,7328.165654,0.0046,113778,22642.22176,512670206.3
CT,2008,SI 5.5.3B,7.09,3.545,0.29,6.8,4.603265146,21.19005
WA,2008,POTW METALS,0,0,0,0,0,0
PA,2008,SI 5.5.3B,549055.4272,18301.84757,0.0071842,462396,84437.40186,7129674833
PR,2008,POTW METALS,0,0,0,0,0,0
VI,2008,LAND TREA,155.1,25.85,0.2,61,29.04188355,843.431
UT,2008,ENERGY RECOVERY,105304.2,5014.485714,2,79035.2,17091.75333,292128031.9
FL,2008,UNINJ IIV,10670,5335,1080,9590,6017.478708,36210050
AL,2008,UNINJ IIV,34026.004,4860.857714,0.004,21415.2,8538.718702,72909717.08
DE,2008,OTH DISP,8662.17,2887.39,0.87,8009,4447.387661,19779257.01
WV,2008,UNINJ IIV,10664.8,10664.8,10664.8,10664.8,0,0
OH,2008,TOTAL OFFSITE RELEASE,53325413.28,9025.967041,0,10544068,154751.183,23947928642
KS,2008,TOTAL OFFSITE RELEASE,4358155.394,3640.898408,0,1008000,38577.41417,1488216884
TX,2008,TOTAL OFFSITE RELEASE,25233242.22,3063.773947,0,5878600,69293.59122,4801601785
PA,2008,TOTAL OFFSITE RELEASE,55368847.07,12575.25484,0,15107587,250574.1261,62787392681
VT,2008,TOTAL OFFSITE RELEASE,142937.1774,1473.579148,0,65203.27,7663.343701,58726836.69
MO,2008,POTW RELEASE,35500.397,17.38511117,0,18555,420.809814,177080.8996
VI,2008,POTW RELEASE,0,0,0,0,0,0
PR,2008,TOTAL ON OFFSITE RELEASE,5304434.878,11973.89363,0,1193818,83700.17256,7005718887
IA,2008,AIR FUG,3982651.54,4758.245567,0.0000204,1032903,48263.07707,2329324608
WA,2008,AIR STACK,6801739.369,9702.909228,0.0000002,710000,47224.65251,2230167805
IN,2008,AIR STACK,49391496.19,23688.967,0.0001,3527009,170458.7322,29056179376
MI,2008,WATER,2307442.155,8096.288264,0.0001749,1728112,102688.9881,10545028281
OR,2008,AIR FUG,1344423.39,3027.980609,0.0001,231296,14645.12628,214479723.7
NV,2008,AIR STACK,615379.6706,2174.486468,0.0000018,164997,14437.28283,208435135.5
AL,2008,AIR STACK,32689445.29,22544.44503,0.000016,4200000,142771.5575,20383717645
WI,2008,WATER,4318413.747,13885.57475,0.0000013,1178992,93489.76291,8740335770
WV,2008,RECYCLING,30008280.5,184099.8803,0.03,9217640,928685.3629,8.62457E+11
WY,2008,AIR STACK,1695663.086,7569.92449,0.000076,231000,23455.38459,550155066.2
CO,2008,RECYCLING,34417497.31,201271.9141,1,10391353,1092041.057,1.19255E+12
UT,2008,RECYCLING,8351438.797,48838.82337,0.0001,2019250,207062.7127,42874966984
