STATE_ABBR,REPORTING_YEAR,CATEGORY,SUM_REL_EST,AVG_REL_EST,MIN_REL_EST,MAX_REL_EST,STD_REL_EST,VAR_REL_EST
MA,2015,ENERGY RECOVERY,2366485.737,18633.74596,0.0001015,381969,54444.98207,2964256073
NY,2015,ENERGY RECOVERY,7195974.538,38276.46031,0.0000059,1407248,184094.4399,33890762785
WA,2015,WASTE TREATMENT,2051244.317,12356.89348,0.0142,470491,49566.93034,2456880583
IL,2015,LAND TREA,338046.26,11268.20867,0.76,102741,27132.31964,736162769
MI,2015,UNINJ I,1226030,111457.2727,40,1100000,328280.3108,1.07768E+11
WY,2015,POTW METALS,0,0,0,0,0,0
NV,2015,LAND TREA,218.8,109.4,56.8,162,74.38763338,5533.52
AR,2015,RCRA C,20127,6709,738,13032,6154.554167,37878537
AS,2015,AIR FUG,4295,2147.5,795,3500,1912.723843,3658512.5
PR,2015,TOTAL OFFSITE RELEASE,431049.1073,1171.329096,0,216984,11984.81488,143635787.8
AL,2015,TOTAL OFFSITE RELEASE,14693630.97,6600.912388,0,2921355,86000.61872,7396106420
CA,2015,POTW RELEASE,3744970.858,973.4782579,0,1539574.48,26807.30784,718631753.6
CO,2015,POTW TREATMENT,547278.9539,697.170642,0,129066,7033.969444,49476726.14
PA,2015,TOTAL ONSITE RELEASE,38666890.63,9683.669077,0,2782047,84983.10018,7222127316
HI,2015,TOTAL ONSITE RELEASE,2662722.927,14088.4811,0,560000,58864.0609,3464977666
CA,2015,TOTAL ON OFFSITE RELEASE,37091038.11,9641.548767,0,2908173.91,77052.19665,5937041009
ID,2015,TOTAL ON OFFSITE RELEASE,48059238.9,121668.9592,0,12297592,723619.861,5.23626E+11
ND,2015,TOTAL ON OFFSITE RELEASE,50642644.34,105505.509,0,15910955,942989.6373,8.89229E+11
ME,2015,TOTAL ON OFFSITE RELEASE,9621218.795,26950.1927,0,2021444,157878.2198,24925532279
MI,2015,AIR FUG,2450951.143,1787.710535,0.00048,285753,11994.45935,143867055.1
TX,2015,AIR FUG,20394668.24,4044.153924,0.0000002,3450973,54616.27612,2982937617
AL,2015,AIR STACK,25106018.59,18976.58246,0.000002,2300000,112518.4547,12660402640
TX,2015,RCRA C,9914907.793,76859.75034,0.0163368,2159102.61,272519.0554,74266635539
GA,2015,WATER,13875792.41,37603.77347,0.0000002,5050978,302836.4904,91709939937
CA,2015,WATER,2422111.75,7689.243649,0.0000024,777280,67772.56993,4593121235
PA,2015,OTH DISP,418491.1752,5579.882336,0.0003793,134154,18334.75135,336163106.9
WY,2015,OTH LANDF,7007955.9,170925.7537,5.5,2088140,490139.2404,2.40236E+11
NY,2015,AIR STACK,4782936.051,4255.281184,0.0000016,476856,26129.36614,682743775
IN,2015,POTW METALS,0,0,0,0,0,0
IN,2015,OTH LANDF,26766849.22,191191.7801,0.070308,11000000,1082387.516,1.17156E+12
LA,2015,OTH DISP,429429.69,4771.441,0.01,170526,19829.16243,393195682.5
MI,2015,ENERGY RECOVERY,66858039.31,136444.9782,0.1,17200000,936031.2201,8.76154E+11
SC,2015,POTW NON METALS,10776265.12,58886.69462,0,2996240.4,262606.417,68962130259
MS,2015,OTH DISP,101350.76,6334.4225,0.83,38782.3,12462.42909,155312138.8
NC,2015,ENERGY RECOVERY,3932971.001,18208.19908,0.04,694907,59428.25241,3531717185
KS,2015,UNINJ I,1206264,30156.6,1,690000,113385.7862,12856336519
MS,2015,ENERGY RECOVERY,482844.0451,5614.465641,0.1,51806,9889.714209,97806447.14
LA,2015,RECYCLING,22669504.09,51172.69546,0.07,2700000,207994.3607,43261654077
MD,2015,POTW METALS,0,0,0,0,0,0
NM,2015,UNINJ I,5990966.4,460843.5692,1,5988489,1660850.862,2.75843E+12
RI,2015,POTW NON METALS,610382.5116,29065.83389,0.062,133200,40243.99085,1619578799
VI,2015,RECYCLING,339,42.375,1,249,84.35966792,7116.553571
WY,2015,POTW NON METALS,15482.2,1720.244444,0,12089,3920.305471,15368794.99
MD,2015,SI 5.5.3B,1002.4,334.1333333,0.4,571,297.3776275,88433.45333
NJ,2015,OTH DISP,93727.82,15621.30333,0.1,45761.5,22805.17757,520076123.9
GU,2015,OTH DISP,7683.58,3841.79,4.58,7679,5426.634424,29448361.17
OR,2015,LAND TREA,66720.012,16680.003,0.012,66710,33353.33142,1112444717
AZ,2015,UNINJ IIV,21.093,10.5465,0.093,21,14.78348147,218.5513245
KY,2015,TOTAL OFFSITE RELEASE,9038633.798,4585.811161,0,1539856.17,55112.05261,3037338343
ND,2015,TOTAL OFFSITE RELEASE,14495947.86,30199.89137,0,10377131,479278.8152,2.29708E+11
NJ,2015,POTW RELEASE,1301321.401,1100.948732,0,440716.1,15770.30489,248702516.2
GA,2015,POTW TREATMENT,1270240.127,538.4655055,0,368139,9550.470458,91211485.98
IA,2015,TOTAL ONSITE RELEASE,31035939.15,17534.4289,0,6214250,175934.0368,30952785315
NC,2015,TOTAL ON OFFSITE RELEASE,64763369.77,27200.0713,0,9077567,246224.1264,60626320403
TN,2015,TOTAL ON OFFSITE RELEASE,79968006.25,36699.40626,0,4970848,229458.6729,52651282559
SC,2015,TOTAL ON OFFSITE RELEASE,39863324.99,19951.61411,0,2199974.5,98430.21177,9688506589
CT,2015,TOTAL ON OFFSITE RELEASE,1798295.693,2480.407853,0,104650,8672.696277,75215660.71
AK,2015,TOTAL ON OFFSITE RELEASE,622949594.3,2542651.405,0,325113397.1,24820494.36,6.16057E+14
MI,2015,AIR STACK,11965023.44,6932.226793,0.0002062,760000,34811.68621,1211853497
MT,2015,AIR FUG,317134.356,1422.127157,0.0000205,45221,4264.538216,18186286.2
NE,2015,AIR STACK,4931526.327,10582.67452,0.00005,690000,53776.89987,2891954960
DE,2015,AIR FUG,58992.61092,589.9261092,0.0008062,17456,2004.869838,4019503.066
TX,2015,OTH LANDF,21287286.49,66315.53422,0.0016659,1775584,217810.6689,47441487499
KY,2015,POTW METALS,0,0,0,0,0,0
DE,2015,AIR STACK,679739.8022,4925.650741,0.0000082,217011,22524.49954,507353079.6
IL,2015,OTH LANDF,37695722.46,433284.1663,0.014,12576960,1810968.63,3.27961E+12
ME,2015,OTH LANDF,821078.6214,20526.96554,0.0000343,492000,82262.73695,6767157890
VA,2015,OTH LANDF,1904775.163,33417.10812,0.0003801,280000,57982.04869,3361917970
VT,2015,WASTE TREATMENT,290756.359,13845.5409,0.009,66010,23772.11952,565113666.6
WI,2015,OTH DISP,2280458.322,47509.54837,0.000005,1335827,211290.7742,44643791241
NM,2015,WATER,35555.46,2222.21625,0.26,32000,7950.371175,63208401.82
OK,2015,WASTE TREATMENT,160631.7575,3149.642304,1,64134,9675.295111,93611335.48
WA,2015,UNINJ IIV,25,25,25,25,0,0
PR,2015,POTW METALS,0,0,0,0,0,0
NH,2015,WASTE TREATMENT,1084464.8,72297.65333,1,389120,142536.9727,20316788574
ND,2015,UNINJ I,531,106.2,1,277,140.9226738,19859.2
GU,2015,OTH LANDF,3022,3022,3022,3022,0,0
AK,2015,UNINJ IIV,210.4,105.2,45.4,165,84.56997103,7152.08
MT,2015,POTW METALS,0,0,0,0,0,0
IL,2015,RCRA C,30.51,30.51,30.51,30.51,0,0
TN,2015,UNINJ I,250,250,250,250,0,0
AS,2015,POTW NON METALS,0,0,0,0,0,0
WI,2015,TOTAL OFFSITE RELEASE,14286646.03,4974.458926,0,1000781.11,39461.59498,1557217479
AZ,2015,TOTAL OFFSITE RELEASE,2010987.628,2267.178836,0,445564,21898.66948,479551724.9
RI,2015,TOTAL OFFSITE RELEASE,229908.0216,854.6766603,0,44400,4047.782035,16384539.4
CT,2015,TOTAL ONSITE RELEASE,797297.5777,1099.720797,0,67636,5290.447882,27988838.79
MP,2015,TOTAL ONSITE RELEASE,5544.82236,178.8652374,0,992,287.4944521,82653.06
IL,2015,TOTAL ON OFFSITE RELEASE,118675032.3,29447.89883,0,12576960,336507.9765,1.13238E+11
IA,2015,TOTAL ON OFFSITE RELEASE,38444216.11,21719.89611,0,6214250,179687.7376,32287683035
FL,2015,TOTAL ON OFFSITE RELEASE,61486398.82,33914.17475,0,19971366,488277.8184,2.38415E+11
NV,2015,AIR STACK,212564.0728,710.9166313,0.0002,31767,2983.676677,8902326.513
CT,2015,AIR STACK,459721.0025,1372.3015,0.00007,50712.1,5319.293955,28294888.18
TN,2015,WATER,4584269.699,11319.18444,0.000017,2018860,104793.087,10981591078
AR,2015,UNINJ I,2470462,95017.76923,5,560000,149844.6233,22453411134
NH,2015,AIR STACK,298505.6943,1745.647335,0.0000505,147406,12196.00207,148742466.4
AK,2015,SI 5.5.3B,298651615.5,8783871.044,0.0000221,172809769,33567904.66,1.1268E+15
VT,2015,AIR STACK,25316.3173,723.3233514,0.0001,9098.07,1818.721409,3307747.562
ID,2015,POTW NON METALS,2826696.52,100953.4471,0,931040,198838.6654,39536814871
NM,2015,POTW NON METALS,1155562,67974.23529,0,533600,149011.4721,22204418803
RI,2015,OTH DISP,5,2.5,1,4,2.121320344,4.5
NM,2015,WASTE TREATMENT,67161,2487.444444,1,39440,7531.525126,56723870.72
UT,2015,POTW NON METALS,2596390.372,37091.29103,0,649697.4,89460.26355,8003138754
IA,2015,UNINJ IIV,526020.71,29223.37278,1.31,160000,52301.89422,2735488139
GU,2015,AIR STACK,222167.1036,7166.68076,0.0014502,218762,39271.06731,1542216727
AZ,2015,POTW METALS,0,0,0,0,0,0
CT,2015,POTW NON METALS,1200370.396,29277.32674,0,336728.4,62583.80369,3916732485
AK,2015,ENERGY RECOVERY,118443.93,3384.112286,0.04,45705,10066.63704,101337181.2
HI,2015,OTH LANDF,399.8,399.8,399.8,399.8,0,0
MP,2015,OTH DISP,1,1,1,1,0,0
NC,2015,RCRA C,0.0001741,0.0001741,0.0001741,0.0001741,0,0
SC,2015,TOTAL OFFSITE RELEASE,8741417.999,4375.084084,0,2199938.6,54143.19426,2931485484
ID,2015,TOTAL OFFSITE RELEASE,1012366.378,2562.952855,0,280074,18367.82592,337377029.2
MI,2015,POTW RELEASE,911234.6572,299.3543552,0,82486.4,3030.799328,9185744.569
IN,2015,POTW RELEASE,655676.619,184.8538537,0,240803.5,4334.939181,18791697.7
MO,2015,POTW RELEASE,408977.8269,208.982027,0,86666.1,2623.404994,6882253.762
OH,2015,POTW TREATMENT,18787280.32,3502.475825,0,7375220,105114.1753,11048989843
LA,2015,TOTAL ONSITE RELEASE,131104824.1,42900.79323,0,11118400,364682.222,1.32993E+11
NH,2015,TOTAL ONSITE RELEASE,327413.1502,1001.263456,0,147406,8866.025968,78606416.46
MN,2015,TOTAL ON OFFSITE RELEASE,28149012.32,17872.38877,0,4721948,147082.8488,21633364404
AL,2015,RCRA C,13875830,495565.3572,0.000669,4070000,908467.1085,8.25312E+11
PA,2015,AIR STACK,19380792.55,9031.124209,0.0000022,2782047,83713.83285,7008005811
ME,2015,AIR FUG,537979.253,3404.931981,0.001,267285,22398.7784,501705273.9
FL,2015,LAND TREA,368433.3133,9695.613509,0.0025335,150334,26794.63437,717952431.2
TN,2015,ENERGY RECOVERY,5386810.968,19377.01787,0.1,1166693,95794.09254,9176508165
FL,2015,UNINJ I,26467556,1102814.833,10,19971366,4089997.707,1.67281E+13
NJ,2015,POTW NON METALS,25629560.94,256295.6094,0,7932889.8,1004521.154,1.00906E+12
LA,2015,SI 5.5.3B,3298511.408,35853.38487,0.0000099,994417,138606.7294,19211825434
ND,2015,OTH LANDF,11484118.02,161748.1411,0.0000728,6020000,829218.2359,6.87603E+11
NJ,2015,WATER,5090272.232,40398.98597,0.000124,3406600,313186.4124,98085728891
GA,2015,OTH LANDF,1945405.548,14200.0405,0.0000251,270000,37866.50365,1433872098
CA,2015,WASTE TREATMENT,28548738,49823.27749,0.000796,5696853,386447.3904,1.49342E+11
GA,2015,SI 5.5.3B,3815451.527,38539.91441,0.0000043,1700000,172179.5482,29645796835
DE,2015,POTW NON METALS,1889886.029,69995.77886,6.6,1078253.16,208674.4519,43545026882
HI,2015,AIR FUG,184756.8217,2199.485973,0.0000002,73000,8643.711594,74713750.12
ND,2015,ENERGY RECOVERY,31133,2394.846154,1,10013,3503.177887,12272255.31
MD,2015,LAND TREA,497795,35556.78571,303,244626,62283.78137,3879269422
MI,2015,POTW METALS,0,0,0,0,0,0
NJ,2015,POTW METALS,0,0,0,0,0,0
WA,2015,OTH LANDF,9631328.556,267536.9043,0.0000926,3375497,847384.7132,7.18061E+11
WV,2015,POTW METALS,0,0,0,0,0,0
HI,2015,RECYCLING,3187.2,199.2,0.1,2600,642.323116,412578.9853
HI,2015,OTH DISP,223794.1,20344.91818,320.3,49432.4,17015.83691,289538705.9
MN,2015,LAND TREA,210977.78,17581.48167,0.02,68266,24082.2346,579954023.3
SC,2015,RCRA C,568,284,5,563,394.5655839,155682
AK,2015,POTW METALS,0,0,0,0,0,0
WA,2015,RCRA C,1725,1725,1725,1725,0,0
PR,2015,POTW TREATMENT,464202.4676,1261.419749,0,105808.275,8517.800246,72552921.03
KS,2015,POTW TREATMENT,1217757.521,947.6712226,0,451606.5,14002.60406,196072920.4
FL,2015,TOTAL ONSITE RELEASE,56203229.56,31000.12662,0,19971366,484868.6237,2.35098E+11
AR,2015,TOTAL ON OFFSITE RELEASE,33534762.09,23733.02342,0,2035993,122009.6639,14886358096
CO,2015,TOTAL ON OFFSITE RELEASE,28023171.09,35698.30712,0,4601250,263184.4004,69266028628
MD,2015,TOTAL ON OFFSITE RELEASE,7962512.853,14193.42755,0,764924.7,62726.22321,3934579078
OH,2015,AIR STACK,32684018.03,10025.7724,0.0000017,2400000,89541.76019,8017726817
KS,2015,WASTE TREATMENT,86976658.4,639534.2529,0.3,44761031,5189273.19,2.69286E+13
MT,2015,WASTE TREATMENT,258765.1534,4043.205522,0.2,132709.64,21560.39432,464850603.4
TX,2015,ENERGY RECOVERY,55386883,62232.45281,0.0001,5816668,388581.5586,1.50996E+11
OH,2015,POTW NON METALS,45507232.08,84585.93324,0,14750440,671138.075,4.50426E+11
GA,2015,RECYCLING,47200521.76,117707.0368,0.02,5576730,443444.0741,1.96643E+11
IN,2015,ENERGY RECOVERY,14519759.42,24159.33348,0.06,2055279,155158.1527,24074052337
IA,2015,RECYCLING,52044896.52,121885.0036,0.01,6920655,536543.4853,2.87879E+11
LA,2015,RCRA C,3568462,169926.7619,67,960000,278419.0095,77517144859
MI,2015,OTH LANDF,8248522.169,92680.02437,0.0006101,2700000,364934.6073,1.33177E+11
DE,2015,RECYCLING,9361290.566,187225.8113,0.0293776,2552980.9,566266.8727,3.20658E+11
AR,2015,SI 5.5.3B,2781057.359,79458.78167,0.000185,1466880,275947.465,76147003464
DE,2015,ENERGY RECOVERY,2098837.2,99944.62857,0.03,682379,193171.1277,37315084573
OK,2015,SI 5.5.3B,834057.7011,21948.88687,0.0001,330000,67153.31471,4509567677
CT,2015,POTW METALS,0,0,0,0,0,0
OR,2015,UNINJ IIV,15,5,5,5,0,0
OK,2015,ENERGY RECOVERY,2047852.275,21111.87912,1,733422,100837.2943,10168159925
ND,2015,WASTE TREATMENT,6566.6385,205.2074531,0.0045,5363,946.0540197,895018.2083
TN,2015,LAND TREA,27779.83,6944.9575,0.03,22000,10399.79331,108155701
GA,2015,UNINJ IIV,0.063,0.063,0.063,0.063,0,0
OH,2015,SI 5.5.3A,72059,72059,72059,72059,0,0
PA,2015,RCRA C,250,250,250,250,0,0
AS,2015,AIR STACK,0.2,0.2,0.2,0.2,0,0
NC,2015,TOTAL OFFSITE RELEASE,24119411.63,10129.95029,0,9051785,214528.1745,46022337648
PR,2015,POTW RELEASE,243643.8134,662.07558,0,216984,11330.79407,128386894.2
AR,2015,POTW RELEASE,297261.5954,210.3762176,0,138912,4652.147132,21642472.94
GU,2015,POTW RELEASE,0,0,0,0,0,0
OK,2015,POTW TREATMENT,434953.9066,309.5757342,0,128605.5,5199.692457,27036801.65
KY,2015,POTW TREATMENT,6809016.664,3454.600033,0,3993416.1,93392.7762,8722210647
UT,2015,POTW TREATMENT,1259153.652,1459.042471,0,324848.7,13612.76993,185307505.3
DE,2015,POTW TREATMENT,896565.0146,4112.683553,0,538544.08,37778.96171,1427249948
OH,2015,TOTAL ONSITE RELEASE,84698193.78,15790.11815,0,4900000,144612.1018,20912659993
NJ,2015,TOTAL ONSITE RELEASE,7230741.398,6117.378509,0,3406600,103112.8353,10632256813
GA,2015,TOTAL ON OFFSITE RELEASE,60734904.7,25746.03845,0,5057153,186465.5861,34769414804
DE,2015,TOTAL ON OFFSITE RELEASE,6297417.558,28887.2365,0,3365078,238741.682,56997590708
AR,2015,AIR FUG,4779893.345,6770.387174,0.000003,1089980,58469.58423,3418692280
RI,2015,AIR FUG,80191.27105,641.5301684,0.00005,13944.96,2322.052054,5391925.742
KS,2015,POTW NON METALS,2463357.042,46478.43475,0.072,903213,131380.1526,17260744486
NE,2015,ENERGY RECOVERY,1470796.432,17720.43894,0.07,363307.7,57658.85374,3324543414
UT,2015,AIR STACK,7558076.568,14534.76263,0.0000002,2989016,179938.774,32377962394
IL,2015,RECYCLING,120483925.9,95093.8642,0.0009,15763700,583472.8563,3.40441E+11
VA,2015,AIR STACK,16331847.13,20858.04231,0.0000833,2056513,116797.6982,13641702308
KY,2015,RECYCLING,61766005.93,113959.4205,0.1,8682842,528874.3312,2.79708E+11
WV,2015,WATER,1692742.463,7233.942152,0.0001,380000,36272.07598,1315663496
MS,2015,RECYCLING,48652738.14,204423.2695,0.2,26165897,1716257.189,2.94554E+12
AZ,2015,SI 5.5.3B,32268650.78,336131.779,0.2,6660000,1130626.239,1.27832E+12
OK,2015,WATER,3448829.416,22541.36873,0.0004092,1523510,156120.272,24373539317
MD,2015,OTH LANDF,5785.436,482.1196667,0.014,1505,630.2836784,397257.5152
KY,2015,OTH DISP,947369.374,11015.92295,0.2,235577,40051.55931,1604127403
CA,2015,POTW NON METALS,25677357.5,70348.92465,0,5195725.76,352302.2368,1.24117E+11
VA,2015,RECYCLING,26199450.66,77057.20781,0.001,4389421,322765.0696,1.04177E+11
FL,2015,ENERGY RECOVERY,1779948.072,9779.934462,0.1,339534.5,34086.21923,1161870342
IA,2015,LAND TREA,1275563.04,70864.61333,0.02,629586,170722.0344,29146013027
VA,2015,OTH DISP,379861.218,8833.981814,0.058,82787,18822.3752,354281808
VA,2015,LAND TREA,8076.72,2019.18,38,6297.72,2916.147842,8503918.236
MI,2015,LAND TREA,69.2,23.06666667,0.2,67,38.05802587,1448.413333
MS,2015,SI 5.5.3A,729693.1,243231.0333,586.1,716049,409519.8521,1.67707E+11
VA,2015,POTW RELEASE,1587739.356,1116.553696,0,564307.848,17838.12107,318198563.5
CA,2015,POTW TREATMENT,10598736.55,2755.065388,0,2597862.88,46578.00962,2169510980
NJ,2015,POTW TREATMENT,12653312.53,10705.00214,0,3966444.9,149729.1554,22418819972
RI,2015,POTW TREATMENT,279977.9558,1040.810245,0,66600,6667.380663,44453964.91
WI,2015,TOTAL ON OFFSITE RELEASE,33841797.08,11783.35553,0,1335827,69337.98924,4807756751
NH,2015,AIR FUG,25564.01538,293.8392572,0.01,8870,1089.456741,1186915.99
NC,2015,AIR FUG,5091517.659,5127.409526,0.0001,408268,30825.99711,950242097.8
CA,2015,AIR FUG,1524887.45,811.9741483,0.0000041,80239,4169.131096,17381654.09
AL,2015,WASTE TREATMENT,24019742.23,108686.6164,0.1,5068593,532457.4082,2.83511E+11
TX,2015,WASTE TREATMENT,135845683.7,70204.48771,0.000268,21000000,589885.9486,3.47965E+11
MS,2015,WASTE TREATMENT,614853.9225,9041.969449,0.83,193155.1,26331.09542,693326585.8
KY,2015,POTW NON METALS,13790670.94,122041.3358,0,7986832.2,774303.9069,5.99547E+11
MP,2015,AIR FUG,2226.349,82.45737037,0.009,721,156.5057721,24494.05672
CO,2015,OTH LANDF,6085211.265,124187.985,0.42,1655412,309726.9445,95930780127
IA,2015,OTH LANDF,3472526.76,78921.06273,0.3,2069486,315424.8429,99492831490
UT,2015,OTH DISP,119641325.4,1840635.775,0.1,119316441,14798778.64,2.19004E+14
ND,2015,SI 5.5.3B,2888114.202,72202.85504,0.62,1800000,298448.7226,89071640015
MO,2015,SI 5.5.3B,40626162.13,507827.0266,0.000017,5846000,1198677.079,1.43683E+12
GA,2015,ENERGY RECOVERY,3141798.443,12517.12527,0.02,623642,46617.0884,2173152931
CO,2015,POTW NON METALS,1501273.308,42893.52308,0,276724.92,71924.89433,5173190425
AK,2015,AIR STACK,126130.4931,746.3342789,0.0002633,35090,3267.746855,10678169.51
NY,2015,SI 5.5.3B,15939.85088,549.6500303,0.012,10544,2002.846448,4011393.894
MD,2015,WATER,865249.5578,13109.84178,0.0578,764353.7,94199.20272,8873489793
NH,2015,POTW METALS,0,0,0,0,0,0
SD,2015,RECYCLING,1043217.568,14097.53471,35,106000,20656.56168,426693540.3
ND,2015,RECYCLING,1653494.999,45930.41664,0.029,300000,74605.81693,5566027920
MT,2015,UNINJ IIV,209521,29931.57143,5,200000,75027.90972,5629187237
IL,2015,UNINJ IIV,20,10,5,15,7.071067812,50
CT,2015,OTH LANDF,0.06214,0.06214,0.06214,0.06214,0,0
MO,2015,RCRA C,9546379.577,1363768.511,0.0070838,8767982,3268954.387,1.06861E+13
VA,2015,TOTAL OFFSITE RELEASE,5567890.463,3915.534784,0,969519.89,35402.22854,1253317785
CT,2015,TOTAL OFFSITE RELEASE,1000998.115,1380.687056,0,104400,6920.899077,47898844.04
KS,2015,POTW RELEASE,278075.924,216.4014973,0,90562.4,3108.848548,9664939.295
CT,2015,POTW RELEASE,141344.5279,194.9579695,0,32258,1857.149787,3449005.332
RI,2015,POTW RELEASE,68472.73501,254.5454833,0,44400,2770.054761,7673203.381
MS,2015,POTW TREATMENT,1026712.379,893.570391,0,701479.8,21033.01943,442387906.3
GU,2015,TOTAL ONSITE RELEASE,467033.281,10861.23909,0,223096,46968.08591,2206001094
NJ,2015,AIR FUG,400461.3841,754.1645651,0.0000003,39900,3320.940262,11028644.22
MN,2015,AIR FUG,2004272.327,3280.314774,0.00003,381136,22118.79906,489241272
IN,2015,RECYCLING,281403005.1,235286.7936,0.01,26888944,1312381.479,1.72235E+12
VA,2015,WASTE TREATMENT,2315508.468,17811.6036,0.1,836072,79859.10009,6377475867
PA,2015,POTW METALS,0,0,0,0,0,0
KS,2015,POTW METALS,0,0,0,0,0,0
IN,2015,POTW NON METALS,9263626.329,57182.87858,0,4334463,344903.0006,1.18958E+11
IL,2015,WATER,5561792.048,12964.55023,0.0000245,2244020,136260.0062,18566789295
AL,2015,OTH DISP,280484.4892,4835.939469,0.0000816,86000,12366.17325,152922240.9
SC,2015,OTH DISP,428894.52,13402.95375,2.9,140968.3,31244.36928,976210611.9
WA,2015,POTW NON METALS,5303314.961,100062.5464,0,1522312.2,293730.9197,86277853166
CT,2015,WASTE TREATMENT,1915896.553,16516.34959,0.0002471,336728.4,46399.10078,2152876553
CA,2015,SI 5.5.3B,70164.3037,1846.429045,0.0001,34000,6369.71195,40573230.33
MD,2015,ENERGY RECOVERY,642495.6,14602.17273,3.3,187920,39498.06886,1560097444
CT,2015,RECYCLING,23320079.55,83285.99838,0.0003,2800344,235941.1789,55668239897
WY,2015,OTH DISP,31666.2,1583.31,0.1,13552,3862.295369,14917325.52
NM,2015,POTW METALS,0,0,0,0,0,0
PR,2015,ENERGY RECOVERY,8405646.944,382074.8611,0.032,2938315.08,724200.0001,5.24466E+11
DC,2015,RECYCLING,24324.14,4864.828,0.24,18640,8076.10227,65223427.88
MO,2015,UNINJ IIV,378,189,2.5,375.5,263.7508294,69564.5
DE,2015,OTH DISP,5877.636,979.606,7.455,4552.5,1765.353112,3116471.61
OK,2015,UNINJ IIV,570,285,120,450,233.3452378,54450
HI,2015,POTW NON METALS,500,500,500,500,0,0
TX,2015,SI 5.5.3A,946,946,946,946,0,0
UT,2015,TOTAL OFFSITE RELEASE,3059202.56,3544.846536,0,651512,34420.46809,1184768623
MN,2015,POTW RELEASE,1322038.871,839.3897591,0,670000,17508.2882,306540155.8
IL,2015,TOTAL ONSITE RELEASE,75816942.87,18813.13719,0,12576960,287006.0312,82372461967
VT,2015,TOTAL ONSITE RELEASE,210277.0531,1911.609574,0,146013,14043.07198,197207870.6
WA,2015,TOTAL ONSITE RELEASE,37594911.68,33838.80439,0,10891146.7,389841.732,1.51977E+11
RI,2015,TOTAL ON OFFSITE RELEASE,539655.0583,2006.152633,0,128402,9639.121656,92912666.29
UT,2015,AIR FUG,909064.1488,1738.172369,0.0000001,341512,16499.98315,272249443.8
AL,2015,WATER,10072279.94,17547.52603,0.000108,1726088,118970.0525,14153873403
MO,2015,ENERGY RECOVERY,5497558.629,19564.26558,0.124,486077,55766.77933,3109933677
MS,2015,POTW METALS,0,0,0,0,0,0
WV,2015,OTH LANDF,6493228.121,61256.86907,12.551,660000,106719.7988,11389115455
AK,2015,OTH DISP,322067666.4,4182696.966,1,152281587,21611801.41,4.6707E+14
NY,2015,POTW NON METALS,25471562.74,175665.9499,0,15029375.4,1250933.875,1.56484E+12
OR,2015,ENERGY RECOVERY,2665823.488,38083.19269,0.1,410000,84682.8938,7171192502
AR,2015,LAND TREA,455203.674,10345.53805,0.00028,197718,34080.0318,1161448567
VI,2015,AIR STACK,10632.2023,332.2563218,0.0001,2753,662.8048254,439310.2365
SD,2015,POTW METALS,0,0,0,0,0,0
UT,2015,POTW METALS,0,0,0,0,0,0
ND,2015,UNINJ IIV,2273.2,189.4333333,0.2,1800,511.6979921,261834.8352
WY,2015,ENERGY RECOVERY,15979.4,726.3363636,0.4,5300,1189.312844,1414465.041
SD,2015,WASTE TREATMENT,94743.53,9474.353,0.01,45324,14545.19517,211562702.7
NJ,2015,SI 5.5.3B,4.8,4.8,4.8,4.8,0,0
NJ,2015,LAND TREA,26856,26856,26856,26856,0,0
SD,2015,TOTAL OFFSITE RELEASE,85053.05125,277.9511479,0,58998,3442.355363,11849810.45
GU,2015,TOTAL OFFSITE RELEASE,0,0,0,0,0,0
IA,2015,POTW RELEASE,798019.6266,450.8585461,0,136747.66,5980.351656,35764605.92
FL,2015,POTW RELEASE,82738.02168,45.63597445,0,18163.92,642.6023105,412937.7294
DE,2015,POTW RELEASE,75979.1984,348.528433,0,46829.92,3277.188774,10739966.26
AS,2015,POTW RELEASE,554,184.6666667,0,554,319.8520491,102305.3333
MD,2015,POTW TREATMENT,2329369.365,4152.173556,0,2057751,86978.60293,7565277367
OK,2015,TOTAL ONSITE RELEASE,25058327.88,17835.10881,0,3022105,145380.2637,21135421061
NY,2015,TOTAL ONSITE RELEASE,19815671.32,9605.269665,0,7238140,169808.0876,28834786616
NM,2015,TOTAL ONSITE RELEASE,19389808.44,65285.55031,0,6030673,485604.8974,2.35812E+11
UT,2015,TOTAL ONSITE RELEASE,227475897.4,263587.3666,0,121386847,4454701.218,1.98444E+13
IN,2015,TOTAL ON OFFSITE RELEASE,139817144.5,39418.42247,0,13047000,402828.4549,1.62271E+11
MS,2015,AIR FUG,6406153.393,11480.56164,0.0000126,1888636,99948.70336,9989743303
AL,2015,AIR FUG,10727601.13,9708.236317,0.0000003,3431098,109603.0912,12012837596
WA,2015,AIR FUG,1982667.652,3366.159001,0.0000001,361411,19963.06127,398523815.4
SC,2015,AIR STACK,16513748.16,13013.19792,0.0000524,906915,60302.62001,3636405980
UT,2015,OTH LANDF,7537568.563,73897.73101,0.0135982,1701632,201897.2209,40762487793
MA,2015,AIR STACK,1038364.514,1977.837169,0.0001,150837,11280.26945,127244478.9
CA,2015,AIR STACK,6286196.834,3095.123995,0.0000002,360000,18572.48837,344937324.4
ID,2015,WATER,2631777.996,54828.70825,0.0001475,2390356,344753.841,1.18855E+11
