YEAR,STATE_ABBR,AVG_REL_EST_AIR_STACK,AVG_REL_EST_ENERGY_RECOVERY,AVG_REL_EST_RECYCLING,AVG_REL_EST_OTH_DISP,AVG_REL_EST_POTW_NON_METALS,AVG_REL_EST_WATER,AVG_REL_EST_SURF_IMP,AVG_REL_EST_UNINJ_IIV,AVG_REL_EST_AIR_FUG,AVG_REL_EST_LAND_TREA,AVG_REL_EST_WASTE_TREATMENT,AVG_REL_EST_OTH_LANDF,AVG_REL_EST_RCRA_C,AVG_REL_EST_TOTAL_ON_OFFSITE_RELEASE,AVG_REL_EST_UNINJ_I,AVG_REL_EST_SI_5.5.3B,AVG_REL_EST_TOTAL_ONSITE_RELEASE,AVG_REL_EST_SI_5.5.3A,AVG_REL_EST_POTW_RELEASE,AVG_REL_EST_POTW_TREATMENT,AVG_REL_EST_TOTAL,AGE_ADJUSTED_CANCER_RATE
2011,IL,10185.67084,20483.83734,108780.4076,26327.00171,36459.74323,14709.12346,,,2513.809346,9161.876,10734.00742,195344.4838,2453.333333,,,72186.04946,,12342.5,,,521681.8436,484.5
2011,IN,19067.55524,25501.94784,199306.9648,16316.19113,71039.02452,59952.78429,,,3895.477431,5600.003571,24264.5855,137510.3979,15904.15502,,56415.385,41867.48436,,,,,676641.9566,465.3
2011,KS,13312.37334,34181.526,117253.963,349.022953,129825.3219,13026.46766,,,2752.252098,6447.833333,21714.76923,96829.46867,,,40198.79545,17068.63691,,,,,492960.4305,475.6
2011,KY,34156.37891,134168.5955,169677.5911,8034.943973,116818.0886,16818.34381,,3802.048333,5689.382927,13718.57792,36105.38439,69928.57395,,,,53967.3823,,,,,662885.2917,524.1
2011,LA,18552.0794,62654.18138,84287.68318,2192.773901,86114.47376,14924.7988,,,6836.831288,103.3333333,40103.03704,84651.18794,149502,,550562.0857,45854.85876,,,,,1146339.324,498.1
2011,MA,2729.130969,14740.68041,39711.05534,475.4785171,239975.8586,86.75344767,,,532.069441,,52756.65869,699.75,,,,53.05276923,,,,,351760.4882,489.3
2011,MD,16858.9478,30304.59924,39104.12575,2199.535,485310.7273,21678.05768,,6100.549867,1467.641262,23682.54167,13544.72464,11559.28063,,,,1494.685714,,,,,653305.4165,460.6
2011,ME,9831.408998,19208.78227,26525.82768,2452.945,61236.60235,25957.36706,,,7492.068766,,3348.616522,19389.72805,,,,,,,,,175443.3467,486.7
2011,MI,15935.88899,108729.8899,107751.9287,9145.848833,97578.2011,8798.691569,,,1890.649607,64.19700426,53874.10812,81250.97342,92928.04838,,88265.625,139164.3111,,,,,805378.3617,488.2
2011,MN,8722.34196,5412.514652,62317.94068,3449.147568,426258.7851,16540.4633,,,2443.929051,5842,11643.91864,72059.10879,1349.333333,,,202795.6432,,,,,818835.1263,481.4
2011,MO,9037.346259,25701.15836,113263.0183,107675.9242,68725.36015,11441.44497,,,1971.0619,18926.25,38166.52874,115976.5776,303035.7562,,,499871.2047,,,,,1313791.631,472.3
2011,MP,135.1030741,,,,,25.12,,,37.04177778,,486.7033333,,,,,0.360143333,,,,,684.3283285,
2011,MS,29262.41117,5683.650644,153555.4222,4272.00465,37591.88552,20858.99693,,,6115.18849,,12605.52103,42730.40559,,,1187757.933,301166.2357,,,,,1801599.655,478.2
2011,MT,5567.341878,8617.67005,15394.70351,230299.4025,8079.5,3658.982269,,6178.18,1452.170893,90.55833333,524.0251364,291946.4942,,,,134746.0597,,,,,706555.0885,476.1
2011,NC,17268.81376,22051.02483,126232.0439,31199.2303,24354.64381,24553.28154,,,4296.459272,9124.836154,16411.44847,61676.54777,,,,32764.94513,,,,,369933.2749,481.3
2011,ND,16251.05151,1067.25,70891.46825,34426.91208,139226.15,1744.967257,,279.9,1949.560315,111499.75,1930.637563,95330.6524,,,,104922.8374,,,,,579521.1368,473.4
2011,NE,10057.67601,4767.898688,298065.0458,19240.82214,84788.76169,165708.2401,,,2005.7673,28207.75,27592.08341,184603.1505,,,,800,,,,,825837.1957,464.5
2011,NH,10294.9239,6155.556,106661.0979,23104.04928,25512.75525,42.83057065,,,272.3882702,,4368.494435,1560.966667,,,,,,,,,177973.0623,517.5
2011,NJ,2133.435861,85083.78278,54545.1877,13833.22375,216886.4193,51144.51347,,,644.3627402,,30380.74176,,2666.266667,,,,,,,,457317.9341,502.7
2011,NM,3236.262377,90939.5625,33190.93825,120708.6918,126021.2059,2226.564667,,,1593.883467,745030.5,25299.42308,150463.0714,,,967.5,29538.89,,,,,1329216.493,385
2011,NV,1563.981254,6349.301429,63633.00407,3476489.185,17835.932,564.31,,,3154.944954,367.9166667,36488.53025,13271.75766,139758.524,,,1241894.571,,,,,5001371.959,433.3
2011,NY,5349.012492,21242.64103,73613.88928,12427.96667,103490.4082,14179.75142,,,1110.622338,4305.666667,20286.73195,10649.53182,41318.30045,,,138.3217407,,,,,308112.844,504.8
2011,OH,16280.77024,38857.14682,134766.6679,3087.784139,126203.7777,12631.6503,,,2262.611944,17521.68475,19307.30725,131687.0237,45360.88764,,318294.4211,66799.84652,,,,,933061.58,473.7
2011,OK,24000.85444,20282.9487,53874.34551,9306.959032,45922.61,30488.85728,,,5189.926679,916.4333333,1960.584009,40848.05159,286014.3364,,423100.025,12287.42722,,,,,954193.3592,454.9
2011,OR,10211.63005,23155.20264,90952.72861,990.5593,100435.7474,11203.73021,,,3113.775424,6.25,6172.097857,21615.96007,278308.9887,,,470.5824876,,,,,546637.2528,462.6
2011,PA,13349.91135,23278.84737,98991.08154,26712.97074,57932.40643,12392.12146,,,1997.270131,12538.3574,23490.93605,50789.8604,,,,57550.91852,,,,,379024.6814,511.9
2011,PR,16951.15011,388096.3913,182008.188,1610.6,154850.3358,14.5925,,2095.75,1263.412945,,174948.3402,,,,,,,,,,921838.7608,
2011,RI,698.4031161,10012.75,97386.88773,,102329.1579,28.55735115,,,383.9838512,,33196.68806,,,,,,,,,,244036.428,482
2011,SC,19968.51168,91630.33424,224651.4528,16953.80187,63253.36886,8552.133861,,,6065.756554,83089.59151,40435.31562,31919.7125,,,,38800.9502,,,,,625320.9297,470.1
2011,SD,5029.103856,3017.3,15711.59322,2231.96,3655.764,179217.7633,,912,3341.765412,,9589.9,49267.80087,,,,1217.052,,,,,273192.0027,479.7
2011,TN,22183.28414,18853.03532,107548.0045,3940.587344,32762.8444,8465.328725,,,4865.170486,7016.866667,16520.61738,159543.0822,3717.116098,,,196606.8028,,,,,582022.74,477.3
2011,TX,7675.905433,41752.1951,326272.942,5786.409375,149714.596,10954.76627,,1220.621759,4756.511557,20084.13282,102209.9201,102530.5607,17030.51865,,237314.0684,48092.61849,,,,,1075395.767,423.4
2011,UT,20849.93895,4159.310909,106806.2853,880587.3752,61413.65958,1551.068575,,,2168.821954,7347.510741,5210.597325,87902.57446,89458.81316,,,1538718.712,,,,,2806174.668,426.2
2011,VA,25591.41684,39017.94067,90187.99443,13553.68414,332416.8569,68485.85926,,,4982.88499,1077.2575,12831.81317,23310.82483,,,,24536.57993,,,,,635993.1126,432.5
2011,VI,27151.32255,,3385.345523,66.30625,,11668.58634,,,2735.526774,3943.42,701.59555,,,,,,,,,,49652.10298,
2011,VT,825.6806892,849.4933333,20084.19338,2300.975,414198,26403,,,114.4125452,,9237.0094,126.5,,,,,,,,,474139.2643,475.7
2011,WA,10488.52979,10779.01843,72958.6791,5464.702506,89533.06704,9984.467911,,,3410.665397,3791.065953,8930.112803,65164.83451,2857.766667,,,111827.2485,,,,,395190.1586,480.1
2011,WI,7911.302056,63792.15932,67195.17816,16114.28421,70053.2601,8406.8248,,,1412.086898,53209.93333,41298.56832,12169.57367,,,,608.1258095,,75353.5,,,417524.7967,487.5
2011,WV,29458.84056,45560.87349,235992.5729,3770.775405,135722.8904,8246.78421,,,2770.907997,54500.71364,28318.51613,63944.54101,1259.8,,,36908.62818,,,,,646455.8438,495.6
2011,WY,8898.384029,791.95,22854.07381,557.021978,846.2075,1193.292857,,,2412.501772,393.8006102,810.1435333,137566.5512,,,2109370,54155.09904,,,,,2339849.026,438.8
2012,AK,813.9657853,1011.723929,1995.913125,7862946.165,11.848,10186.95,,,2564.756027,,83.39068966,26056.71818,,,,13081917.2,,,,,20987588.63,417.8
2012,AL,17830.15156,45354.63822,326764.2429,8657.28401,70872.56287,22889.92256,,1751.666667,9521.157488,16255.73674,66953.24764,48626.49786,118573.4908,,,98184.14781,,,,,852234.7471,456.5
2012,AR,14291.57947,55198.26773,301865.9113,2034.350714,51189.59111,14370.42085,,,8444.639995,16226.02931,310453.1546,69633.92785,5612.866667,,231938.75,33360.88334,,,,,1114620.373,456.3
2012,AS,,,,,,,,,1827,,,,,,,,,,,,1827,
2012,AZ,3315.564154,43403.025,56940.58866,763852.0409,247931.7597,41.85875,,2.51,1405.802683,12547.03958,26977.18973,159765.7917,,,,150921.4938,,,,,1467104.665,392.5
2012,CA,2936.536183,19951.94955,125483.4935,32253.89521,81640.31977,8335.956432,,1758.126316,855.4825038,27064.53478,28330.7662,120591.0644,130540.8795,,,1539.946304,,18.02888889,,,581300.9795,418.9
2012,CO,3712.415015,53052.45652,93598.24752,216411.9914,57118.82435,13703.54076,,,1526.962102,871.9333333,60416.37603,122761.1378,136739.95,,,118306.7997,,,,,878220.6346,414.1
2012,CT,1428.075081,23742.20192,73036.71601,212.6050184,36393.09043,1684.108509,,,1151.127479,,12207.44799,,,,,,,,,,149855.3724,484.4
2012,DC,0.12496875,138.9433333,5373.626667,,,316.0333333,,,1020.52128,,,,,,,7267.5,,,,,14116.74958,490.4
2012,DE,6544.460162,83013.44774,183994.2796,1869.925,55842.32452,64032.26653,,,1178.929671,,60988.7465,42700.66667,,,,2468.333333,,,,,502633.3797,503.6
2012,FL,21959.95804,9216.589045,63994.96998,8988.790523,111659.0711,8386.876712,,3525.5,5656.019963,15180.03769,15428.83553,41595.14141,,,1161946.375,1830.733963,,,,,1469368.899,458.3
2012,GA,27358.13179,11541.15361,94001.72178,12060.36617,38660.30694,30598.54619,,,8498.005511,8655.067609,12901.19525,8538.073773,132.35,,,82932.41274,,,,,335877.3314,470.1
2012,GU,8292.326756,154.4650133,2.62125,2332.72,,24219.82658,,,395.83365,,119,,,,,5.985433333,,,,,35522.77868,
2012,HI,12226.37002,88.55,465.14,18103.92,19133,21783.08,,300.5615333,2535.253406,,313.464898,,,,,,,,,,74949.33986,416.4
2012,IA,16914.70799,18501.61678,99459.74213,471.1812432,87665.19837,31918.63843,,,4402.018304,4355.454286,12497.02217,94944.18887,,,,17455.2049,,44918.81,,,433503.7835,471.8
2012,ID,16413.96919,4.621428571,82578.49517,172065.6886,178416.3929,65202.21869,,,5732.26291,73728.13863,10616.815,1793.572146,271131.0882,,,173549.7252,,170302.55,,,1221535.538,446.8
2012,IL,10505.01956,20073.59238,107261.2219,7432.862549,42981.65637,13127.7573,,,2374.696182,14750.40763,15018.95673,397709.7371,2258.714286,,,86681.85325,,,,,720176.4752,468
2012,IN,16288.04822,31441.05134,199513.6298,12401.45242,75305.79518,55492.72689,,,3963.617578,2384.778,22044.45562,169666.9003,32584.50564,,42349.09429,39691.36722,,,,,703127.4225,456.9
2012,KS,14740.83794,166593.471,125125.9644,602.2341912,132050.3385,13681.46605,,,3544.732604,18148.5,549962.8237,67966.66443,,,21259.02326,2564.496266,,,,,1116240.552,473.9
2012,KY,27620.74998,94873.65508,159629.3667,10818.83842,156242.2287,20730.54097,,2425.74,6385.66801,14497.52083,44150.81448,81177.72036,56.205,,,49938.75699,,,,,668547.8056,525.4
2012,LA,19615.66316,58610.22331,55981.59311,8563.203987,55349.37806,17007.11167,,,7037.804006,3023.463636,47049.7702,93019.95865,107076.6087,,607460.3625,38564.78361,,,,,1118359.925,489.3
2012,MA,2225.878494,13761.74475,38988.36152,571.3949358,266672.0745,74.0736681,,,611.2932221,,63129.34137,1335.333333,,,,99.23228571,,,,,387468.7281,472.1
2012,MD,14040.0476,31490.17825,19192.17671,1193.145714,404951.6096,15060.33466,,6352.2191,2024.521723,18401.10714,5098.841791,2053.119118,,,,383,,,,,520240.3014,449.2
2012,ME,11324.26961,10033.77965,28885.87295,,69295.36286,23346.17944,,,6357.317875,2600.995,3377.4445,28770.93704,,,,,,,,,183992.1589,482.9
2012,MI,12668.64878,125597.2123,119622.0411,748.779375,106236.3933,7741.357807,,,1837.806686,69.33947425,52206.57585,88584.87296,30449.94362,,69575.1,113236.8983,,,,,728574.9695,464.1
2012,MN,9230.789132,5925.350748,65954.03703,2245.074865,410117.6398,16919.01144,,,3130.630645,15496.4175,6916.224278,44326.90604,150,,,293410.821,,,,,873822.9025,467
2012,MO,7876.375491,18926.18923,118702.6513,96148.70265,67546.34183,13520.50607,,,2044.451208,63279.25,36716.62698,68108.669,330625.9805,,,535147.4135,,,,,1358643.158,465.6
2012,MP,1948.15905,,793.5466667,,,14.9048,,,24.638125,,268.515,,,,,0.895773462,,,,,3050.659415,
2012,MS,27202.62875,11204.54991,183114.8433,12292.575,44044.93366,29732.34978,,,8615.250587,37.50121785,9098.154757,27732.77626,,,1067615.183,311934.6507,,,,,1732625.397,471
2012,MT,6023.039155,530.2444722,13910.76723,260874.6723,26435.07143,3494.09188,,5297.985714,1732.429671,103.4073571,5551.108161,295230.3839,,,,143799.4954,,,,,762982.6967,452
2012,NC,15736.75646,19757.45305,129363.5617,50389.95671,17634.37925,24327.75453,,,5146.492186,11083.45769,9792.289952,35119.91848,,,,32872.59288,,3.515923077,,,351228.1288,465.4
2012,ND,14237.65281,2649,80609.41755,29420.166,141298.2857,2459.746653,,414.5,78437.14438,104645.6667,642.825,151247.2609,,,21591.25,123577.0054,,,,,751229.9212,471.8
2012,NE,9273.214002,2978.2841,275642.3718,11012.94242,157674.4986,181448.203,,,1636.181207,31382.89222,35785.51733,163788,,,,682.3333333,,,,,871304.438,448.4
2012,NH,2928.454058,5618.377778,98450.04846,16741.20833,33318.43817,24.16211248,,,425.6135875,,7287.129167,180.55,,,,,,,,,164973.9817,492.1
2012,NJ,2083.551452,83469.35611,45513.54247,7551.876923,181703.9112,39435.65408,,,773.4230857,,30429.39646,,2503.4625,,,,,,,,393464.1743,489.3
2012,NM,4170.581798,210442.2,44591.98241,255481.1031,159918.4118,2210.243556,,,911.652344,497359,136781.125,138555.312,,,510190.5556,35877.325,,,,,1996489.493,379
2012,NV,1614.325511,3572.772,29039.10742,1013550.631,27064.265,309.0938462,,,3707.697683,,31153.84411,58029.30039,78119.27407,,,1194720.681,,,,,2440880.992,408.6
2012,NY,4751.569863,25149.37136,70501.12606,8333.421304,87399.07484,15957.84814,,,1078.221911,1952.333333,26745.73874,6069.717252,116149.9546,,,389.3970952,,,,,364477.7745,484
2012,OH,13142.698,47299.03155,139758.5752,2309.959265,131766.7831,11335.3524,,,1775.736894,3251.241463,29552.35009,116423.6932,98718.88238,,294740.66,48430.93672,,41304.805,,,979810.7052,456.6
2012,OK,23477.55767,209984.1314,62267.70261,14971.41444,26705.03401,26063.38263,,,5613.408913,992.71,10957.44624,36137.14249,1094824.683,,307455.025,12731.15485,,,,,1832180.793,454.6
2012,OR,10971.83439,18624.38691,83936.41183,913.9189516,106745.6337,7639.388129,,,3772.823847,931.8416,17674.25606,23218.00718,324186.8548,,,573.5071883,,,,,599188.8645,441.2
2012,PA,11217.13198,50453.13859,108954.9895,26719.3777,63274.7916,13144.93658,,,1783.077955,13925.82109,36088.68864,76104.31204,,,,40679.13429,,,,,442345.4,489.1
2012,PR,16170.75486,542360.9761,215377.1172,2063.8,123555.6234,18.59816667,,676.6666667,1180.758262,,186701.1573,,,,,,,,,,1088105.452,
2012,RI,605.5673818,16754.10111,98573.73529,419.6,42406.4297,27.27482318,,,273.827878,,38422.86794,,,,,,,,,,197483.4041,494.9
2012,SC,16915.09121,83731.0003,227356.5532,12662.21839,59516.94396,8949.973502,,,6760.873948,21932.49778,48250.0454,20967.66587,,,,23678.76747,,0.363733333,,,530721.9948,466.6
2012,SD,4555.804085,3100.545455,18159.72643,1275.6,2720.524,118486.0461,,5612.333333,4020.490708,,11146.125,68037.2636,,,,411.431,,,,,237525.8897,455.4
2012,TN,19253.45486,18623.44134,105347.1657,50958.86896,35704.4873,10313.63883,,,4991.46083,8107.266667,16424.6768,126995.2813,820.2183107,,,169377.019,,,,,566916.9799,469.5
2012,TX,8107.502984,45942.98612,150086.7481,2581.280552,152219.7591,12137.13999,,1115.850133,4311.053185,30913.86921,118742.5051,82606.46126,36954.21497,,246151.7297,43448.34311,,493.42,,,935812.8635,418
2012,UT,14448.3541,7996.703704,119340.6402,1269682.368,50968.98529,1455.048975,,,1095.527049,6539.688214,6776.225768,73237.58406,115193.3686,,,878073.2549,,,,,2544807.749,413.2
2012,VA,22001.81812,43289.79216,75973.19364,14624.03903,352088.7238,49515.16114,,,4881.616049,677.865,15687.44756,24947.05929,,,,21942.32345,,,,,625629.0393,419.9
2012,VI,3800.237082,,26328.59391,,,11649.20049,,,715.5084375,3.98,8945.163188,,,,,,,,,,51442.6831,
2012,VT,947.8226942,1284.38,21449.99019,1828.68,352842.3667,19643.6,,,132.6133106,,9418.386364,,,,,,,,,,407547.8392,462.6
2012,WA,10974.40602,13968.9036,1388556.057,2704.049079,104578.9006,12118.684,,,3551.078833,3761.671037,9436.467375,59544.35142,2680.45,,,50824.68346,,,,,1662699.703,467.3
2012,WI,7285.736463,85207.10931,62929.43723,24476.62881,77254.42381,9328.121926,,,1696.172836,58017.34118,38619.57906,16464.62681,,,,822.4074643,,,,,382101.5849,469.5
2012,WV,27118.89621,70525.29018,226002.763,2456.315478,116599.9407,8772.962167,,,2166.083286,46018.54452,42798.63122,55831.53122,1149.75,,,25631.69055,,,,,625072.3986,479.7
2012,WY,6914.729606,26.48784348,10383.81667,42.977432,296.1111111,631.216949,,,2788.149405,126.1808471,675.1676129,145389.8762,,,1282293.667,69927.73917,,,,,1519496.12,401.1
2013,AK,795.0536536,1373.671481,1970.074778,9693838.039,6.0282,7844.351931,,73.05,3267.743526,,97.23257143,44730.23333,,,,8599954.53,,,,,18353950.01,419.9
2013,AL,17137.25419,58318.00035,317938.9557,4831.354608,116781.1272,24128.48931,,2875,9267.342185,14270.55091,60545.23691,44796.39736,431942.75,,,94068.84613,,,,,1196901.305,450.4
2013,AR,14150.33402,44912.91347,260692.3307,1847.076185,42876.31059,16810.00918,,,6902.958038,14110.97158,171024.9096,69207.00247,5535.466667,,35433.24,28795.94111,,,,,712299.4635,466
2013,AS,,,,,,,,,2123.5,,,,,,,,,,,,2123.5,
2013,AZ,3653.596655,28347.11111,100331.8433,553718.4533,184885.3205,30.8187037,,4.2185,1609.237476,24.13357143,22953.18025,260350.0394,,,,185477.3294,,,,,1341385.282,389.3
2013,CA,3198.938916,19353.31448,121580.3959,29977.5299,79619.77493,6903.922421,,3433.375,768.8155354,21934.85448,40289.69713,190456.0262,232519.8814,,,3054.045957,,20.26875,,,753110.841,411.6
2013,CO,3505.586183,39583.26364,148426.353,152801.8187,53812.64286,18451.24589,,,1379.223515,154,54124.02942,112659.791,125669.8844,,,110911.0991,,,,,821478.9378,408.9
2013,CT,2270.759238,17859.35303,73503.30776,338.562,34423.4929,1475.737617,,,1152.923813,,13217.86848,,,,,,,,,,144242.0048,477.3
2013,DC,0.6805,,3197.2375,17.975,,,,,46.74808338,,,,,,,3653,,,,,6915.641083,452.3
2013,DE,6350.021316,98216.52238,180921.5368,523.9257143,74317.38846,53368.5488,,,854.9189839,,52373.61171,27476.78,,,,1817.5,,,,,496220.7542,513.6
2013,FL,22504.4768,10208.89036,60337.18485,8252.925874,90134.9111,7542.862999,,7315,5443.223001,17315.65027,35847.52386,36898.78068,,,1322232.673,1828.572097,,,,,1625862.675,466.2
2013,GA,28392.63754,11025.14917,97243.1036,13229.87534,46281.99695,38255.86167,,0.026,8691.171901,9015.22766,15404.28924,8108.952273,,,,79342.64442,,,,,354990.9358,461.3
2013,GU,8148.760391,9.398,,1843.475,,45414.79,,0.0005,405.8156029,,,,,,,3.611033333,,,,,55825.85053,
2013,HI,11947.51335,46.865,4266.27725,25806.72222,16300,22078.585,,73.06035882,2845.018116,,2641.5212,,,,,,,,,,86005.5625,423.2
2013,IA,16192.04434,31519.49699,119225.3696,2340.300571,84508.63438,30793.37817,,,4287.36812,6145.3,10225.70714,105392.3222,,,,12095.38917,,29951.61333,,,452676.924,467.1
2013,ID,15085.39288,3.910355556,158436.9715,265927.1517,170872.5385,64087.93436,,,4556.139889,51834.23139,19774.49738,3126.787309,301797.1389,,,196716.7631,,113917.6667,,,1366137.124,430.5
2013,IL,10131.49286,34505.98049,106071.7568,10809.22105,48001.6089,14641.95166,,,2671.378487,18244.02885,13785.42157,398977.3968,1807.571429,,,64103.08935,,16074.5,,,739825.3982,464.2
2013,IN,19529.33008,31147.50689,216672.9063,47378.05941,73693.93518,48805.79261,,,3469.603393,904.5277778,11437.3499,184180.9309,2554.152162,,66975.31643,33308.59407,,,,,740058.0052,457.9
2013,KS,15342.01764,170317.8172,116705.4442,1658.151091,163698.1555,10539.33,,,3475.202954,10568.64167,643184.7086,92562.30871,,,20060.41364,10564.64317,,,,,1258676.834,463.2
2013,KY,27634.69082,91859.85,131599.7149,9244.355875,115440.3946,16452.3778,,1585.825,5391.237881,11855.93407,46847.37498,79280.75359,,,,47590.69254,,,,,584783.202,522.1
2013,LA,19455.30649,57475.59264,65943.91192,2421.290281,41555.8071,16377.83863,,,6659.960808,20119.29774,33341.47633,70710.29838,106289.4783,,560563.1899,43906.1909,,,,,1044819.639,480.9
2013,MA,1804.256659,19141.70532,42692.18845,557.1850287,216219.3543,72.235006,,,573.6048974,,50413.85769,1320.428571,,,,90.83675,,,,,332885.6526,459.1
2013,MD,13068.19781,24132.76759,20397.67914,1862.958123,379459.8446,12241.68897,,9409.390967,1560.6867,42650.34905,6465.064688,582.8918462,,,,552,,,,,512383.5195,461.3
2013,ME,11427.24146,29349.8875,36348.16341,,91142.21867,32082.22822,,,7441.316163,1620.3996,2767.188667,30879.52389,15326.88237,,,,,,,,258385.0499,470.6
2013,MI,11504.44485,120461.6394,106412.4235,1097.227737,102156.4958,7783.96922,,,1922.371103,37.78091724,49850.69191,97180.57091,33507.38982,,74956.15385,103855.0892,,,,,710726.2482,453
2013,MN,8881.838558,7616.179703,68968.50049,3583.462359,416138.7612,16185.06808,,,3139.174579,18048.103,44402.7554,65562.68344,,,,280184.4514,,,,,932710.9782,458.6
2013,MO,8148.384435,18787.57859,118713.2412,93496.74176,59874.52396,12661.0489,,189,1850.842293,55629.5,38627.72817,89743.87264,371081.9655,,,564846.2328,,,,,1433650.66,452.7
2013,MP,509.6618571,,198.765,,,,,,33.98948276,,,,,,,0.822503125,,,,,743.238843,
2013,MS,32073.01795,21201.78344,199961.011,10562.77143,32301.15222,33001.84311,,,8811.913655,37.50098905,9297.112232,38458.6474,,,1273514.344,379140.0727,,442540.5,,,2480901.67,469.9
2013,MT,6805.049898,212.6250383,14974.22162,308566.9666,33339.5,4616.155666,,16105.78,1494.118815,48.8403,4758.004472,314085.4621,,,,152893.9566,,,,,857900.6811,450
2013,NC,14404.95107,18202.44234,156648.5771,29958.12509,16827.75824,20198.86026,,,4842.797114,13873.33654,12011.12432,51014.17328,1.6667829,,,26568.88585,,,,,364552.698,470
2013,ND,11746.42098,2829.357143,76827.38217,49262.47522,77665.93778,2897.065859,,378032,64899.01309,74766,837.3133333,120623.6871,,,11208.875,104860.1772,,2.0765,,,976457.7814,449.2
2013,NE,8734.244527,2291.845705,282695.2141,10513.16003,172015.0721,171857.2365,,,1790.181781,23371.63818,41798.3351,187911.9394,,,,709,,,,,903687.8674,454.7
2013,NH,2995.292515,4604.547714,141950.9076,70.955,33075.22587,24.36998261,,,376.4311308,,9765.882581,478.125,,,,,,,,,193341.7374,494
2013,NJ,2145.505039,103722.1909,56978.87454,16500.48571,209173.6361,37062.37256,,,759.9738901,,37608.77399,,1324.4,,,467.925235,,,,,465744.138,490.3
2013,NM,3762.308843,121497.3,43653.36907,316829.3636,87164.52632,2708.955222,,,2051.058755,80163,4814.082353,135098.7006,,,402354.8,34885.23447,,,,,1234982.699,377.6
2013,NV,1528.954869,2098.52843,35638.5215,1034070.258,18612.73667,596.975,,,3030.566836,1570.5,50206.50078,8093.4448,106712.6302,,,1625040.688,,,,,2887200.306,406.5
2013,NY,4617.087695,22549.84714,59626.57747,8337.194286,105103.9245,17752.89055,,,1114.316925,382,37279.41327,7107.852588,36405.90915,,,691.2214286,,,,,300968.235,492.4
2013,OH,13255.77258,63475.70419,147126.8018,2390.261369,117207.4939,10208.00143,,,1659.149322,200.1136364,22517.95352,120238.9219,147059.0208,,348845.6122,55459.55671,,,,,1049644.363,462.3
2013,OK,14873.40319,177474.3335,56473.52616,9077.285162,31422.12425,27685.68159,,152.5,5725.870604,1569.127273,2250.185969,30662.51121,181796.5968,,308304.8,9446.588767,,220.5,,,857135.0345,452.4
2013,OR,10573.8877,14295.12386,75429.88592,1492.853947,128625.0241,7316.923385,,,3463.791169,22570.004,44959.49146,47868.4563,175529.3022,,,373.1610544,,,,,532497.9051,448.3
2013,PA,11091.41233,41751.42283,109569.7647,31980.26953,89395.30406,9978.293132,,,2035.304124,15694.14175,48356.96425,80338.19288,,,,31348.4175,,,,,471539.4871,493.2
2013,PR,13705.25385,702144.5042,198021.1501,2655,149236.395,36.83066667,,499.8666667,1554.628158,,198212.663,,,,,,,,,,1266066.292,
2013,RI,752.1499661,75406.46185,71860.56892,627.275,70309.75857,32.05944444,,,295.1246164,,43226.41175,,,,,,,,,,262509.8101,490.6
2013,SC,15900.19871,61365.97512,242458.7274,13217.67065,55771.57708,9695.731089,,,7785.187306,6040.8,39516.49721,42291.69008,71,,,14853.66327,,,,,508968.718,459
2013,SD,4885.778678,2981.338,15136.84415,6926.68125,8524.266667,214187.4921,,391.5,4996.176954,,6127.857143,77808.684,,,,80.258,,,,,342046.877,467.7
2013,TN,19941.34164,18918.74399,117573.053,36274.80634,36823.89119,9725.199452,,,4781.579576,6001.46,15010.1752,152294.8029,462.3801578,,,143426.3712,,,,,561233.8048,463.9
2013,TX,7396.795831,52388.74711,124681.9243,2318.747561,156970.3614,11727.81824,,2157.210361,4716.793445,24266.03935,101033.2852,95917.47873,31134.33809,,248163.9931,33232.05928,,7391.615,,,903497.207,413.6
2013,UT,10268.91778,11131.32963,127777.1911,5252318.552,54936.31395,1582.584525,,,912.9236766,19249.4,8026.919329,75112.04396,167170.448,,,990472.1083,,,,,6718958.733,401.9
2013,VA,24053.40783,35424.4274,79069.7122,12230.34897,317195.7329,53029.86399,,,6509.144958,1753.178571,17969.57804,34575.65874,,,,30490.71303,,,,,612301.7666,426.1
2013,VI,694.7469737,,34.45243896,10,,,,,94.68833333,,206.3871429,,,,,,,,,,1040.274889,
2013,VT,800.2133921,3535.018333,21610.67513,2472.266667,522305.3,26196.2,,,98.62392886,,11819.4787,,,,,,,,,,588837.7761,449.2
2013,WA,11282.72844,19243.08799,74440.78846,4337.294589,131990.6064,10604.973,,,3375.708936,5411.687203,11406.88888,94291.74948,,,,46155.60038,,,,,412541.1138,457.4
2013,WI,7160.334274,64375.41139,59616.41226,33446.1685,83841.68228,8992.952255,,,1501.500492,36902.43684,49949.32823,12912.73719,,,,11949.75717,,,,,370648.7209,469.4
2013,WV,25897.47694,87315.11108,121983.9684,391.2346338,132197.6008,11153.28521,,,2028.544025,55107.59067,78541.55906,48988.11479,1151.4,,,21871.82415,,,,,586627.7097,478.5
2013,WY,6153.19251,304.47,19185.01687,62.38238844,284.9777778,655.005762,,,2820.423644,143.3826991,608.0994688,136086.6786,,,2312085.667,72676.17378,,,,,2551065.47,388.6
2014,AK,774.1080186,209.308,7080.2665,11600993.28,504.232772,13500.69631,,84.8,2034.784559,,474.8628914,33985.54444,,,,10645831.76,,,,,22305473.65,417.7
