YEAR,STATE_ABBR,AVG_REL_EST_AIR_STACK,AVG_REL_EST_ENERGY_RECOVERY,AVG_REL_EST_RECYCLING,AVG_REL_EST_OTH_DISP,AVG_REL_EST_POTW_NON_METALS,AVG_REL_EST_WATER,AVG_REL_EST_SURF_IMP,AVG_REL_EST_UNINJ_IIV,AVG_REL_EST_AIR_FUG,AVG_REL_EST_LAND_TREA,AVG_REL_EST_WASTE_TREATMENT,AVG_REL_EST_OTH_LANDF,AVG_REL_EST_RCRA_C,AVG_REL_EST_TOTAL_ON_OFFSITE_RELEASE,AVG_REL_EST_UNINJ_I,AVG_REL_EST_SI_5.5.3B,AVG_REL_EST_TOTAL_ONSITE_RELEASE,AVG_REL_EST_SI_5.5.3A,AVG_REL_EST_POTW_RELEASE,AVG_REL_EST_POTW_TREATMENT,AVG_REL_EST_TOTAL,AGE_ADJUSTED_CANCER_RATE,POPULATION,AVG_REL_EST_TOTAL_PER_CAPITA
1999,MT,34652.566473988445,2408.545454545454,20490.111111111102,,3294.4285714285716,901.275,375112.5,,5614.632530120481,1646.0,534.1875,732083.6785714284,766.0,,,,,,,,1177503.9252126226,486.9,897507.0,1.3119718567238168
1999,NC,78155.82242990655,25514.461187214598,177149.8461538462,1764.6875,26529.700892857145,22432.629156010233,136752.67289719626,,5450.742596810934,2728.3095238095234,19791.56637168141,46367.18072289157,29483.363636363636,,,,,,,,572120.9830685881,442.2,7949361.0,0.07197068834445788
1999,ND,42501.02586206896,5990.181818181816,25083.409090909092,92700.5,117072.2,5361.071428571428,189369.0322580645,,4837.291666666665,48658.33333333332,170.8,111080.35,,,,,,,,,642824.1954577958,461.1,644259.0,0.9977729383024463
1999,NE,22384.660317460308,5262.676056338029,437266.6400714286,10111.666666666664,51417.176470588216,169360.6119402985,1388.5,,5277.128617363344,57575.90909090909,4097.970588235293,143992.2,,,,,,,,,908135.1398192882,485.3,1704764.0,0.5327043155646695
1999,NH,26225.680851063833,55185.551020408166,214892.3170731708,180.0,30843.85714285716,2730.043478260869,3900.0,,2103.0134228187926,,14629.414634146346,4957.7,,,,,,,,,355647.577622726,489.4,1222014.0,0.2910339632956136
1999,NJ,9471.805611222442,162909.68468468465,127084.92668621698,42633.333333333314,252731.21666666647,23502.610389610392,,,2359.0773765659546,,29939.84803001876,2538.555555555555,4445.891891891891,,,,,,,,657616.9502257663,519.6,8359592.0,0.07866615382972833
1999,NM,5218.35483870968,2787.2352941176478,180860.175,,44196.15789473685,3012.25,532150.761904762,,3128.602870813397,48756.333333333314,14027.244897959175,150155.25806451615,,,31.5,,,,,,984323.8740989482,431.5,1808082.0,0.544402230705769
1999,NV,12393.045197740112,3948.0,48879.8125,,19085.5,3590.710526315789,,310.77777777777766,11456.52,148.1666666666666,57456.71428571429,41972.084337349406,146721.42857142855,,,,,,,,345962.75986299256,420.2,1934718.0,0.17881818428473428
1999,NY,22907.04558107168,29207.33220338983,147813.53141831243,1512.365853658537,93299.62835249043,21615.960439560447,517336.2666666665,,3094.1075533661733,7385.0,23337.692307692305,47117.4857142857,309834.1,,,,,,,,1224460.516090494,494.8,18882725.0,0.06484554088938403
1999,OH,36565.64086968525,59832.53861386137,144029.2786440679,3542.647887323943,80266.54963235294,11590.3834841629,162685.18018018026,,5043.70118814649,16.428571428571427,29141.493692178312,105303.29230769232,,,564185.4285714284,,,,,,1202202.5636425088,488.3,11335454.0,0.1060568516834446
1999,OK,31508.39699570814,13096.432,122552.78394160586,5359.166666666666,50657.51923076923,21130.64827586207,9072.1875,,7113.593490054245,302.1363636363636,8012.3209876543215,78677.08,211573.16666666663,,256672.6,,,,,,815728.0321186236,457.3,3437147.0,0.2373270715854235
1999,OR,25403.15,26112.528846153844,195319.3703703703,2603.0,186101.71428571426,25616.32089552238,5179.0,,10631.576923076926,7918.375,24471.568807339438,207796.75,661123.0134615386,,,,,,,,1378276.3685897158,509.3,3393941.0,0.40609909500186236
1999,PA,37375.93179276928,35463.14583333333,163656.91418439714,57811.22131147541,68738.00793650793,61491.97575757576,44647.321428571435,,4167.820778769841,10474.181818181816,33439.429286608254,49815.698412698395,71765.5,,,,,,,,638847.1485408886,502.5,12263805.0,0.05209208304770734
1999,PR,53339.57794676807,329015.90243902424,336876.56862745085,12.333333333333336,143955.0,3231.36,55318.66666666665,,8822.705223880592,,158702.35643564357,,,,,,,,,,1089274.4706727674,,,
1999,RI,4863.7806451612905,15191.577777777777,57656.5,,24488.522727272724,50.96296296296294,,,2282.069182389936,,14527.867647058818,,,,,,,,,,119061.2809426235,539.7,1040402.0,0.11443776630823807
1999,SC,45054.07146574153,142621.4634146341,187442.91556728218,48540.69565217392,67685.16115702478,9924.650837988824,50302.23214285713,,6716.910536779324,15541.923076923076,39035.80072463768,28628.661538461525,156363.2058823529,,,,,,,,797857.6919968571,483.9,3974682.0,0.2007349750236263
1999,SD,24888.277777777777,16055.69565217391,18864.0,504341.0,37311.69230769231,87944.05555555555,,,7513.728395061729,,29567.142857142862,248313.8461538461,,,,,,,,,974799.4386992502,,,
1999,TN,68329.56872727275,26464.541208791197,200701.7159090909,44828.574468085106,38991.285714285696,7407.6,175536.81927710847,,10023.320359281435,8090.0,11167.44351464435,152356.31355932206,5477.32,,,,,,,,749374.502737882,389.9,5638706.0,0.1328983108425731
1999,TX,16597.073305126905,106920.4241893076,145445.8449612403,9238.368852459016,178452.06888383612,39499.992909839806,210818.10588235297,,9537.48481136363,7370.78,47052.075694444466,107124.6882129278,56026.31623931624,,284460.3918495297,,,,,,1218543.6157917446,468.8,20558220.0,0.05927281718902437
1999,UT,142914.61864406784,2037.7,47651.54761904762,,36288.1,16460.65625,1465361.3285714285,,5979.1925,8893.70588235294,10184.206896551723,125830.4222222222,503563.2580645161,,1925.0,,,,,,2367089.7366501866,416.2,2203482.0,1.0742496360987686
1999,VA,50841.159914772725,30203.920138888883,103919.94193548386,5115.821428571428,216007.80198757767,21231.5,39701.12121212121,,8602.075011286679,187.75,10651.4280155642,40773.608247422664,1742.0,,,,,,,,528978.1278916893,435.0,7000174.0,0.07556642561909023
1999,VI,27736.56410256409,1394.666666666667,28419.27272727272,,,14012.142857142851,,,7899.83870967742,,2278.3888888888887,,,,,,,,,,81740.87395221264,,,
1999,VT,3078.4,2879.4,87020.2,127.5,31669.73333333332,25681.0,,,1969.8064516129032,,4724.814814814815,377.5,,,,,,,,,157528.35459976102,515.6,604683.0,0.26051394631527763
1999,WA,28674.72906403941,10392.171052631576,79630.95679012344,823.2857142857142,87064.5428571428,15608.23,106523.09523809528,,5575.352951388892,4061.0952380952376,8510.05381165919,2754.777777777777,29.333333333333314,,,,,,,,349647.6238285727,517.8,5842564.0,0.05984489409590938
1999,WI,23285.43317140873,61949.925449871465,83948.46459096458,10966.5,66780.84677419356,12983.296703296704,1893.681818181818,,2791.1343828125,24848.5,44181.292857142864,23974.32926829269,196.66666666666663,,,,,,,,357800.07168283156,496.1,5332666.0,0.06709590881612154
1999,WV,113877.88992248056,107818.82051282047,63453.93893129769,80.46511627906973,126819.82352941176,27241.484429065742,61509.5,,6440.317307692306,14469.857142857136,41328.686390532515,76707.9425287356,2091.428571428572,,,,,,,,641840.1543826014,502.3,1811799.0,0.3542557173188645
1999,WY,10227.309677419351,327.8181818181818,11512.5,129.23076923076928,71.25,485.4473684210525,35183.12903225805,168.33333333333331,6476.68,199.1818181818182,37.13333333333333,167347.3720930233,,,1616340.0,,,,,,1848505.385607019,471.9,491780.0,3.758805534196224
2000,AK,23718.90990972473,90.2,7412.69375,,12581.75,2303.4,,,8667.003870967745,,140.33333333333326,939252.25,,,,,,,,,994166.5408640258,515.0,627963.0,1.5831610156394975
2000,AL,50868.782998448085,121579.05753691275,171528.57378530767,235.51428571428562,101277.16864051725,12340.77987495302,210444.43577780508,25670.66666666666,7928.811925936858,1316.402846153846,79233.89464491802,50557.578944493114,549722.4742110895,,,,,,,,1382704.142138916,433.0,4452173.0,0.3105683768665135
2000,AR,23725.1604208076,169330.19984326026,234983.23308271353,828.6250013725,63007.87454545452,8542.859761963058,41993.93337661073,26668.333333333336,5673.064273443888,10887.4396051,7120.886399826688,42557.151172287995,27267.181818181816,,125869.81818181818,,,,,,788455.7608161741,,,
2000,AS,,,,,,,,,,,,,,,,,,,,,0.0,,,
2000,AZ,8094.295251028869,29180.14925373134,223603.62976268286,,69465.77027027027,188.53061224489792,,,2923.6514545712794,66115.4,28877.350877192985,127569.252173913,,,,,,,,,556018.0296556355,427.5,5160586.0,0.10774319615168422
2000,CA,7634.280353756751,55662.80330701106,99478.23362890127,13193.73463235294,99268.24257903887,15637.404556774814,43963.42857142859,2500.6105,2405.6592546387687,59714.8,30197.420731600283,18116.591836734686,451869.1829974166,,,,,,,,899642.3929496545,460.1,33987977.0,0.02646943043858287
2000,CO,7828.204820054129,55141.827586206906,245859.8338095239,419498.5,87149.28108108108,45964.955799018826,26968.08333333332,,2978.810693973586,12630.0,30744.882857142846,106077.11428571428,4410.6,,,,,,,,1045252.0942660489,453.9,4326921.0,0.24156948885039706
2000,CT,7137.388808338807,21240.81538461538,100472.47950733137,33.24705882352941,58811.12666666664,4664.941180657143,,,3515.868029118879,,83653.85194312796,10028.33333333333,,,,,,,,,289558.05191201303,524.9,3411777.0,0.08487015766622878
2000,DC,8834.691710766663,,1322.1666666666665,,,68.0,4326.0,,0.105,,23.2,,,,,,,,,,14574.16337743333,529.7,572046.0,0.02547725773352725
2000,DE,30845.541683917974,49225.413793103435,166188.73921568625,3193.6666666666656,97395.93877551019,13327.886628430771,24451.794143588242,,4755.357239263803,,66489.0410958904,34684.16853014212,,,,,,,,,490557.5477721998,516.9,786373.0,0.6238229793904416
2000,FL,75677.56938344381,12720.009533073928,127241.66234590164,3825.7565714285706,152856.07809523807,10066.9065907838,36217.667290984085,,8230.298918793214,25518.178530727266,10363.3350625,83923.78494098799,102529.5714285714,,1126560.5806451614,,,,,,1775731.3993375953,520.9,16047515.0,0.1106546028676462
2000,GA,59741.54680082393,72239.3877021875,154788.5697520661,6646.6251929125,39426.91001411811,21649.11365171956,94000.54001509924,,7051.77244932741,2431.607142857143,21662.215042471034,19505.36400621273,23915.41666666666,,,,,,,,523059.0684364619,473.2,8227303.0,0.0635760064308391
2000,GU,9199.039471416667,,,,,,,,199.992,,228.875,,60.75,,,,,,,,9688.656471416667,,,
2000,HI,8059.704094069525,130.751875,45915.505,150.035,,87.39285714285711,,1819.65,2969.3397887352116,,187.76923076923077,,,,,,,,,,59320.14784571683,418.5,1213519.0,0.04888275160563355
2000,IA,22638.198623770084,22634.28323699422,178214.98150197638,954.5904166666666,156208.5392156863,37373.18543046358,86105.68064516126,,5522.296075868291,500.0,20916.54494949495,69002.12304767082,50706.875,,,,,,,,650777.2981437525,485.5,2929067.0,0.22217904136155045
2000,ID,23734.939977184207,8019.0,54649.82333409091,540694.84,60067.74193548388,94258.89108069397,533238.4615384615,,14160.017325555556,23768.05557042778,5075.375,15896.438318476,,,,,,,,,1373563.5840803739,475.4,1299430.0,1.0570508485107886
2000,IL,20352.96076652796,51392.74995438997,143957.50239555552,19631.212162162163,51312.45996108947,15769.973954175166,64182.844388489226,,4791.145140922729,3236.578947368422,22715.20320762625,148833.96285714288,723664.884375,,250.23545,4561.0,,,,,1274652.7135604497,493.4,12434161.0,0.1025121609379555
2000,IN,30798.96949977489,21822.80280155642,162504.85133858267,3221.7869834656813,65309.36454275091,37259.988135364736,59861.520914634144,,6334.469389462535,46195.8790325,23834.31509340477,112383.09194229166,39368.45,,85508.83333333334,,,,,,694404.3230071218,481.3,6091866.0,0.11398877175025218
2000,KS,21992.965380366757,16336.237623762368,220902.6183533058,273.96,53643.546721649465,13005.165850146876,148668.25925925927,,4824.339009062697,49331.72222222223,3336.3747643312104,63277.72342125,,,16255.28752501,,,,,,611848.2001303666,467.9,2693681.0,0.22714204099533933
2000,KY,41363.4396337523,97754.1840490798,118360.29122248998,5644.942857142855,98842.88103448275,8158.999019261891,66480.20467922691,618.34021168,5890.84331387456,97949.58416721669,30631.897297275507,58432.58717125833,11085.729092709087,,,,,,,,641213.9237494506,523.2,4049021.0,0.15836270637999916
2000,LA,32061.006307406435,50194.37203166226,118428.96800664453,1457.3726027849316,22730.336265853653,17965.555965855066,34843.575023725,,8606.486774635661,489.8986243,25930.03273270354,65132.155943013684,72056.200282975,,349925.56296416005,,,,,,799821.5235257198,493.9,4471885.0,0.17885556617080264
2000,MA,9792.085144347082,34502.333515625,70118.19331766167,1536.6666666666665,137706.5302433734,1562.16905758125,8760.05714285714,,1347.0550008771465,,64250.295950704225,14933.909480555552,,,,,,,,,344509.2955202492,518.2,6361104.0,0.05415872708892185
2000,MD,77680.73657778176,13939.319444444449,61665.91611910112,1029.563636363636,185827.76971857145,31265.478924152616,2552.044117647059,13608.5,3225.925938194237,12354.090909090908,94097.8486424,94642.5307631,,,,,,,,,591889.7247908472,495.1,5311034.0,0.111445290086798
2000,ME,20599.843918919192,13780.49259259259,49889.337278378356,4579.8125560625,52108.2,17475.169882211383,109.0,,3755.0607258740724,216.0,3050.5652173913036,18748.609302488647,,,,,,,,,184312.09147391806,531.7,1277072.0,0.14432396252828192
2000,MI,28259.551132724264,192417.0767708333,134208.6918655968,352.0129870129869,117658.5756403183,3309.0603167386553,72408.93928571425,,3165.399119696224,2155.865054191667,81187.86649819493,44978.220205565,361144.9307557565,,77406.54545454544,,,,,,1118652.7350868883,522.2,9952450.0,0.11239973424502392
2000,MN,15321.840630223398,45257.99563308825,59463.64549518073,44.3061224489796,178025.88989329265,15603.438876404489,218440.56896551728,,5514.724512903855,10222.20002102,37892.922109424064,84202.59129708093,,,,,,,,,669990.1235565846,479.5,4933692.0,0.13579893587937483
2000,MO,26241.10658560232,30417.217764285717,137867.24621428575,428197.944045,73347.67439420559,9314.255533071297,552720.375,,4273.848383513679,4917.5,27255.16431535211,66460.2068971983,8181.000306255554,,,,,,,,1369193.5394387702,469.7,5607285.0,0.2441811927588432
2000,MP,599.3435833333333,,,,,,,,61.41053846153846,,,,,,,,,,,,660.7541217948717,,,
2000,MS,52604.73784842277,31969.21647826087,168880.71252372095,6876.160000164,132125.57098235295,53889.81876829762,221377.09999351343,,11192.46220034483,31606.925425146168,27532.16238142856,38375.82697134576,1473.8333333333326,,740689.3058823526,,,,,,1518593.832788684,,,
2000,MT,31864.045350923112,2924.125,19957.172275,,3548.0,2363.9885490875,400605.99024417094,,5939.0863063280485,510.78571428571456,639.4245454545454,625494.2708577741,766.0,,,,,,,,1094612.888843024,499.2,903773.0,1.21115909508585
2000,NC,72579.21761074646,22716.62040302268,187640.31223525343,2078.3866666666668,32002.222727272725,20527.495012631618,49401.34873949579,,5261.94510596594,2801.7714285714296,28015.33767043797,48665.918053249006,15177.405586183333,,,,,,,,486867.981239497,459.1,8081614.0,0.06024390440319186
2000,ND,31810.841049265717,6999.833333333331,32760.863636363636,28802.48,108955.33333333331,2926.8232558139534,155270.13418398786,,4523.183909313792,46881.333333333314,413.5,124607.0966732833,,,,,,,,,543951.4227080282,459.4,642023.0,0.8472460063082292
2000,NE,19370.86229238181,5019.285714285714,286160.3968965517,5256.5,53136.363636363625,164105.5610151515,916.25,,4229.92947996875,68739.44444444442,6148.2761840579715,136864.44449687554,32.5,,,,,,,,749979.8141600811,485.5,1713820.0,0.4376071081911059
2000,NH,23005.061916471874,41463.40948717948,164194.9133333333,157.5000399625,37316.77272727271,1496.505023084375,2312.455555555556,,1735.8168960869564,,11374.48222222222,4754.889170977777,,,,,,,,,287811.80637214676,507.5,1239882.0,0.2321283850980551
2000,NJ,9359.750003149715,135865.61672566374,98270.33674545457,213.67072122222226,256847.25570487013,22385.580841432668,,,2314.3911630153084,,46385.63384120981,5418.673714522223,3458.272815472726,,,,,,,,580519.1822760131,526.0,8430621.0,0.06885841295392274
2000,NM,4178.918890900512,3606.272727272727,66959.36111111114,,31072.813953488374,2389.347368421052,369211.59629629616,,1895.7225773195873,27296.0,10488.346153846152,167078.36470588238,,,81.36363636363635,,,,,,684258.1074209018,420.0,1821204.0,0.3757174415501513
2000,NV,8284.11948298389,4141.75,79480.65636363633,,17400.25,4350.678571428571,1192558.797702703,116.7,6644.230017520168,124874.33333333328,6493.33265625,34603.08255813953,64641.11111111112,,,,,,,,1543589.0417971057,512.8,2018741.0,0.7646295596102253
2000,NY,18114.428094627558,16621.225706484638,153895.38013025981,763.806407885,100668.72678900762,19548.568276450333,1724.2215915999998,,3067.700475072571,27301.0,24766.40614918415,49233.93024628724,252720.82608695648,,,,,,,,668426.2199538155,502.5,19001780.0,0.0351770318335343
2000,OH,35540.19738856003,47921.08986349848,132579.54774435592,1802.3821583363635,97840.23086386494,15271.622480234484,133903.48298153825,,4516.811000807472,35.070636805,32338.902248040707,81692.85990842857,,,593893.470592559,,,,,,1177335.667867029,473.7,11363543.0,0.10360639000239882
2000,OK,27469.94586315625,8462.288904726025,101092.53049019608,4747.186559322035,55981.18,15701.2461899925,4076.078611111112,,6434.225666570173,204.4322727704545,5242.419,49652.99612199375,87528.19440422334,,273437.44444444444,,,,,,640030.1685285061,459.4,3454365.0,0.18528156941391719
2000,OR,24335.27564022665,14475.1308411215,132113.52911392404,2231.7142857142853,190467.39983193282,23745.8947147,11367.358333333332,,5551.3314189189205,8711.204183963635,9972.863354489797,167377.00004430165,511104.24484397593,,,,,,,,1101452.9466066025,497.2,3429708.0,0.321150647987118
2000,PA,32600.369059990484,27632.858799342106,160528.38551229678,41944.880612244895,69063.08441064636,54269.066292809235,40187.53940593906,,3536.6114746389753,5775.56267136875,30126.444955253817,43675.54906854472,44150.11111111112,,,,,,,,553490.4633741863,504.4,12284173.0,0.04505720192756861
2000,PR,46686.59321317791,501414.1842105264,210247.21651515152,3643.0,198784.6555,2590.2326512744185,,,9443.494740740734,,204801.05302695316,1516.333333333333,,,,,,,,,1179126.7631911575,,,
2000,RI,3758.6797240211627,24178.369565217392,139528.733,,20070.163265306117,40.85900978787879,,,1693.7736149017346,,20597.928813559312,,,,,,,,,,209868.5069927936,539.7,1050268.0,0.1998237659271668
2000,SC,40833.75964278715,132731.19880941382,241097.7150131233,6068.7126032975,66035.04793686443,7979.657409485198,31541.994337562006,,7218.749321796465,12439.666666666662,53632.38723024191,22588.63791993736,4130.575,,,,,,,,626298.1018911757,476.8,4024223.0,0.15563205664576135
2000,SD,17146.687834701184,16311.782608695654,14419.689655172417,211050.0,26781.636363636368,121914.36992485265,601966.6666666665,411300.0,7682.524077135445,1195.3333333333326,11167.037141176468,121307.13529411766,,,,,,,,,1562242.8628994878,,,
2000,TN,60781.00990251365,23532.163505747118,162945.46051975052,43273.58345185186,37202.64480374064,7481.793226890368,215321.79403781585,,9608.301251194282,6335.666666666668,12159.189120830702,133974.89436857952,20215.11538461538,,,,,,,,732831.6162401966,402.6,5703719.0,0.1284831206166006
2000,TX,13066.603572555254,118875.68854545453,147050.29450748445,4063.3660377358497,198841.14983952485,31758.849303298935,35846.783638622415,17348.057384599993,8426.911943151614,35921.9735632184,73238.99350193424,94302.60755983784,34801.525782601406,,255331.2769838276,,,,,,1068874.0821638475,472.6,20944499.0,0.05103364287509802
2000,UT,119706.9398531119,5329.862068965518,47183.96078431371,,37850.36923076923,14918.674626868657,1434618.3573885048,,5890.12055212446,13400.784363636367,11281.08459550562,391215.754769616,339101.02285714285,,,,,,,,2420496.9310905593,402.2,2244502.0,1.0784115724069567
2000,VA,44158.99798321816,34484.610074626864,100807.15826086958,211.62069071724133,194584.69757225446,25197.064318872617,45093.0,,7595.621172128604,8327.285714285714,11632.897454545457,34160.24154171464,199.75,,,,,,,,506452.94478323334,438.6,7105817.0,0.0712730070002131
2000,VI,22892.28300496957,2632.0,21194.0,,,15841.2500191125,1408.666666666667,,4752.562625,1288.5,522.529411764706,,,,,,,,,,70531.79172751344,,,
2000,VT,2611.757769717857,773.8666666666667,65645.93719047616,127.5,57052.1875,25477.428571428558,,,1635.7586206896551,,11515.392857142857,,,,,,,,,,164839.82917612174,490.9,609618.0,0.2703985597146438
