YEAR,STATE_ABBR,AVG_REL_EST_AIR_STACK,AVG_REL_EST_ENERGY_RECOVERY,AVG_REL_EST_RECYCLING,AVG_REL_EST_OTH_DISP,AVG_REL_EST_POTW_NON_METALS,AVG_REL_EST_WATER,AVG_REL_EST_SURF_IMP,AVG_REL_EST_UNINJ_IIV,AVG_REL_EST_AIR_FUG,AVG_REL_EST_LAND_TREA,AVG_REL_EST_WASTE_TREATMENT,AVG_REL_EST_OTH_LANDF,AVG_REL_EST_RCRA_C,AVG_REL_EST_TOTAL_ON_OFFSITE_RELEASE,AVG_REL_EST_UNINJ_I,AVG_REL_EST_SI_5.5.3B,AVG_REL_EST_TOTAL_ONSITE_RELEASE,AVG_REL_EST_SI_5.5.3A,AVG_REL_EST_POTW_RELEASE,AVG_REL_EST_POTW_TREATMENT,AVG_REL_EST_TOTAL,AGE_ADJUSTED_CANCER_RATE,POPULATION,AVG_REL_EST_TOTAL_PER_CAPITA
2003,FL,60481.94788982282,11414.046182706768,62049.928966835185,9526.8400925,106670.96228571428,11558.668032867432,,38536.0,6976.896728560788,35403.431918982766,16281.420504195803,85653.4089450533,27.96333333333333,,773182.4814814819,71538.34064616641,,31179.51257448461,,,1320481.8495827056,491.6,17004085.0,0.0776567424582214
2003,GA,67041.84186828247,70079.83493630572,87001.27299758454,19695.445826592106,44311.20793595505,22388.954628134816,,0.14300000000000002,8335.20886699927,12322.838812571423,23154.93109664179,5282.2655699414145,30.0,,,92975.29207387076,,,,,452619.23761287937,476.7,8622793.0,0.052491024383036836
2003,GU,6256.491153896152,4.9125,,,,23875.66666666666,,,96.3005,,,,,,,3.705,,,,,30237.075820562815,,,
2003,HI,12752.185745775163,56.40869565217393,1507.1,13505.04764705882,,8879.685121951217,,534.02,1827.011131315152,9840.5,49.073517307692306,,,,,,,,,,48951.031859060226,426.5,1251154.0,0.03912470555907604
2003,IA,20217.540944602864,18083.686524064167,113403.89209354838,960.93,145044.09803921563,17894.063498836065,,,5197.624593365359,,20085.913017751478,41078.993695652185,,,,66805.84618525,,,,,448772.5885922861,485.8,2941999.0,0.15254002077916617
2003,ID,17311.07314335,1775.6753846153845,40370.06877551022,280446.09565217386,91306.45828571428,85962.34887450554,,,7284.6174384313745,39832.82589617647,22438.50421842104,3667.8091674416655,1326838.652173913,,,288426.50826086954,,248814.77777777784,,,2454475.4150489005,465.6,1363380.0,1.800287091675762
2003,IL,17932.95713819617,55798.81502849,107135.73545958928,10472.75411764706,39140.314950738924,15139.234781544023,,,3635.8961914243573,15918.322666666665,27149.280140438863,75720.44398983051,829526.5557142858,,396.75,67574.83890308271,,14657.5,,,1280199.3990819342,493.6,12556006.0,0.10195912610124065
2003,IN,27151.57414126585,33451.65971328672,143089.4959290043,5677.69671532847,67012.21224472574,47935.09163567119,,,4327.877004385352,24668.9402,48740.7939515142,130755.9181143507,244422.6863274193,,76822.89571428571,54948.255303162165,,,,,909005.0969943998,492.0,6196638.0,0.14669327093084988
2003,KS,16783.267900992243,25196.81860465116,177475.8340655022,2440.9294736842103,113723.0134736842,6358.922939024388,,,4374.137522285093,32273.397692307684,6237.2619661016915,62747.14041664037,,,15194.708906754839,105424.60433986114,,,,,568230.0373014892,470.2,2723004.0,0.20867763591294364
2003,KY,35791.55023203049,90436.68450561269,112794.01336637359,10244.013333333327,72517.8451111111,8558.402620865922,,594.248,5832.082635747474,11505.982758620688,34670.402260737166,93499.5098497327,,,,30291.689148297715,,23893.914285714287,,,530630.3381081772,518.5,4117170.0,0.1288822997612868
2003,LA,22705.318669939043,65185.816093294474,136695.71333589178,1729.0584270404488,32312.13677894736,14509.927323415788,,,7372.638823230547,1725.4581528407405,52884.657485452684,79356.6570138447,112231.97298356114,,278325.8139550272,52249.05879007947,,28959.9,,,886244.1278325655,493.9,4521042.0,0.1960265195131046
2003,MA,6320.389402557928,21144.25716644445,67175.07754405857,14969.687895833333,145055.462,655.2932401304762,,,1082.5723738025276,,47294.63636478125,2196.7805263157898,,,,6202.953846153844,,,,,312097.11036007816,513.2,6422565.0,0.04859384223594127
2003,MD,72714.54129462701,14984.72221875,44793.639411764714,6646.24,113320.12452830188,26076.945199092304,,7196.4442857142885,1759.7847653442484,8884.988888888889,16997.54298245614,55411.06006373637,,,,2688.769230769231,,,,,371474.80286944506,504.5,5496269.0,0.06758672162324025
2003,ME,13900.287435732951,3736.4725264516137,57934.654658115534,565.3135294117648,53846.85714285713,30201.06808807017,,,15674.105287445562,,21949.604515151503,19055.553434604528,,,,,,,,,216863.91661784076,529.1,1306513.0,0.16598680351274023
2003,MI,21542.720974888998,274877.1082009103,108078.62794379843,10424.059313725493,75173.04787892582,4525.851626550985,,,2256.332574981879,18133.871428571423,108024.81029696963,34160.01856182092,24338.75904575581,,113254.52631578947,81662.97242424244,,,,,876452.7065869316,520.7,10041152.0,0.0872860710192348
2003,MN,13005.59316356362,10665.463859893045,59599.248341317376,860.8789189189184,221194.25872222215,14242.926426739123,,,5280.266316609395,7199.30002381,41975.49187623762,113234.45380012445,125.255,,,150994.01428571428,,,,,638377.1507351499,474.3,5053572.0,0.1263219660737296
2003,MO,20129.186436265292,31805.978171568633,96115.25251198256,226877.51236170216,89205.65034839568,12019.644167495871,,,2641.5550683633314,1052.25,47681.449229159436,37073.83728813558,13725.415459383335,,,298940.6708710637,,181.3333333333333,,,877449.735246849,476.0,5709403.0,0.15368502367880651
2003,MP,335.3394117647058,,,,,,,,20.26875,,,,,,,0.975,,,,,356.58316176470584,,,
2003,MS,41246.925625941476,24773.560622151894,85455.83628184079,5031.5315988772745,62003.71773030301,29031.743640097375,,,10447.628342093518,39364.50229671,10420.955761946898,34008.61839989538,32.3,,1054531.5666666662,281963.2507120833,,,,,1678312.1376786074,465.9,2868312.0,0.5851218896963117
2003,MT,17376.981992410372,1839.0,15357.49375,185002.79050065434,3150.666666666666,2399.3583720930233,,20971.564546,3569.86884165,103.7,1015.703846153846,523375.738409091,,,,227624.4269390565,,,,,1001787.2938637758,493.4,919630.0,1.089337335519476
2003,NC,56074.69056123833,25223.319930555557,234343.92941265335,16481.328648648647,34532.418264615386,18720.437652529843,,,6067.742829837975,7083.595752905,16334.604713469382,31096.67643648761,134.8666666666666,,,45846.425563909776,,,,,491940.0364335175,457.9,8422501.0,0.05840783354415957
2003,ND,28517.29546605399,1579.0,31030.9,228.83846153846162,120109.5,5183.972708333333,,,2664.4114808351073,24780.0,609.4,70747.39415654687,,,,167162.03333333327,,,,,452612.74560664105,465.4,638817.0,0.7085170645218287
2003,NE,28783.031554418205,10888.537037037038,169094.69103896106,12604.862772727272,55515.03571428573,233043.4350920129,,,2869.3352108272443,67851.2,11128.630738666665,184308.9014285715,0.036543333333333324,,,26.97417438928571,,,,,776114.6713052302,475.9,1738643.0,0.44639104825155607
2003,NH,24362.2898178386,7105.941126875,80224.19384745765,33.03800014,25662.8,2004.5054288255808,,,1258.6545719453125,,3096.4444444444453,,,,,2850.625,,,,,146598.49223752657,518.0,1279840.0,0.1145443901093313
2003,NJ,8295.170163877976,98756.17580788172,70683.13238222225,8185.560869565218,267190.58570619475,18438.48361280489,,,1769.640351246826,2194.333333333333,45728.165205725956,4230.125,1714.8688958721307,,,,,,,,527186.2413287251,511.7,8601402.0,0.061290733920903256
2003,NM,3519.891979489129,1942.9454545454544,49080.624,336081.1102121212,17520.0415,2823.463181818181,,,1460.17961722488,128507.75,9776.1,129170.9292682926,,,1240.33,29324.664090909086,,,,,710448.0293044006,420.7,1877574.0,0.3783861670988204
2003,NV,4559.013874639272,4744.058571428571,104481.21873958332,,715489.6,4661.413636363634,,,2755.8964329947357,,58017.95350769233,31784.262195121963,1063264.4803576143,,,1428098.8878787882,,,,,3417856.7851942265,478.5,2248850.0,1.5198242591521118
2003,NY,14753.597604206592,26151.682096168588,116169.13569952751,13288.413666666665,72504.85661764709,18387.97721001121,,,2332.1275229244125,4712.96,20553.55102736318,19133.094669265,104260.620744125,,,42.89166666666665,,,,,412290.9085245719,497.3,19175939.0,0.021500428663471027
2003,OH,33903.547454098814,51220.39728249193,102543.07826299184,2131.3918684243235,80130.78774258064,9977.453999662908,,,3066.9399838098043,14689.17941425,27779.746349037487,118476.2564102357,,,552802.1698113207,89178.58515714285,,30746.54,,,1116646.073736047,471.1,11434788.0,0.09765341287796914
2003,OK,23082.458219379525,12756.596,80534.40374153848,8895.552542372883,49224.28846153847,22448.39891112065,,,4523.267296272537,512.4495834541665,8279.53453333333,33603.46519390742,73233.4583333333,,118866.0,13359.725121951224,,,,,449319.597938202,490.2,3504892.0,0.1281978440243528
2003,OR,19876.067884675736,12511.577669421487,81574.3675499353,192.5833333333333,212855.64940909087,14269.316555082558,,,5737.043723206958,9876.230547763149,12144.112903539824,213260.0909191109,262926.4536585365,,,83.8333347666666,,6168.65,,,851475.9774884633,470.1,3547376.0,0.24002980724018635
2003,PA,29709.156366403477,25369.45079335793,130886.7835114026,68037.40685185186,46977.751048034916,11082.66959899735,,,2491.818609531253,770.10002563125,28931.882588477114,37583.428442972356,952.7503833333333,,,4829.5344688125,,298337.0333333332,,,685959.7660221391,506.0,12374658.0,0.055432624159967823
2003,PR,22676.639985844413,289548.0043333333,155665.7867,269.2015384615384,205842.44382352935,580.1162860261907,,,3894.212995867768,,288916.73579619033,,6766.5,,,,,,,,974159.6414592529,,,
2003,RI,2457.634205191771,13623.520503755102,95603.17366636901,,20545.520625,171.83742021951218,,,1643.421212166666,,10682.278461538459,,,,,,,,,,144727.3860942405,515.5,1071342.0,0.13508980894452052
2003,SC,32943.221533315795,156655.21850573018,195903.9484230769,6696.397916666668,71902.43142990656,8165.290167161846,,,6748.265785429681,6252.383333333332,85116.16428699548,21904.631467679817,12463.6,,,29442.655905233998,,,,,634194.2087545303,486.5,4150297.0,0.15280694580521112
2003,SD,7922.9708244775,22064.16173,12391.990621212117,1340.0,31075.636363636368,123045.11230769232,,50.25,5752.499364912276,221.72333333333322,12450.20922592592,162754.6132352941,,,,1472.25625,,,,,380541.423256484,483.8,763729.0,0.498267609657986
2003,TN,55954.10864632248,28262.15732899022,148499.35625925925,26154.351010638296,32379.333106930702,5801.135304359819,,,8774.79006273034,6690.05,10912.999691568626,141241.0150951866,2282.994542708333,,,220941.8535928971,,,,,687894.1446415917,429.7,5847812.0,0.1176327393291015
2003,TX,11364.228071848138,107904.58146680208,126922.27830118425,13749.344225392257,188615.44152091953,17028.22444257907,,14000.064201666672,7816.864554426083,50866.457252688175,50193.0654620892,78189.7400161332,23353.738758149022,,258375.6782729805,30528.055894331206,,1.2222222222222223,,,978908.9846634116,476.5,22030931.0,0.04443339161034146
2003,UT,16865.227148676793,1842.1071428571427,63615.74972121213,1375840.9686034478,40565.41901408451,891.9649230769226,,,4476.508421120524,10840.333333333334,11347.448810126585,114803.78567868289,219215.76571428566,,,,,,,,1860305.2785109042,423.1,2360137.0,0.7882191917295073
2003,VA,38825.78663660504,45065.105851851855,67770.08491379309,5683.458046511629,281510.0808059702,50764.96000447396,,,6439.647362837224,10689.132631578952,15419.386219924816,36856.06625723112,,,,41940.275111111114,,,,,600963.9838418891,458.4,7366977.0,0.08157538483449711
2003,VI,15992.610244061538,,8831.1875,,,59310.16707091668,,,3469.2438888888887,149.25,5533.222222222224,,,,,2531.0,,,,,95816.68092608932,,,
2003,VT,1324.0290705882353,1868.7348333333327,58898.45,,89429.85714285713,19550.82,,,619.5146875,,13637.99125,,,,,3.35,,,,,185332.74698427872,505.3,617858.0,0.2999600992206603
2003,WA,16918.736105418262,28666.590943925235,49082.64166933334,5396.2311557645835,137156.73728301885,10410.054907144277,,,2783.0384807524897,1199.564418712,4571.094315811964,5989.238150421875,211006.79,,,335726.86666666664,,,,,808907.5840969696,504.7,6104115.0,0.13251840505904125
2003,WI,13612.885444018964,88902.19842909212,53105.686496171154,4739.734484923438,54568.76180152673,14644.04860635318,,,2325.57188444924,43840.11111111112,32362.913099678462,7811.261443621427,838.55,,,923.5806956521742,,16550.333333333325,,,334225.63682993135,480.9,5479203.0,0.06099895127629536
2003,WV,96847.25714128815,62739.616222222256,96106.43311176471,3521.002142857144,92206.224137931,15087.524188920506,,43.715,5945.536636163775,13972.724125,53068.55955056182,69376.36720720722,784.4,,,47027.498838095235,,7029.364333333332,,,563756.2226353452,486.6,1812295.0,0.31107309937694755
2003,WY,8834.028858501877,28871.5,13104.47,902.8555555555556,506.0,379.1200240344828,,,3106.164722368421,97.73125,497.8296428571427,133339.91132075473,,,1592080.0,18213.984535714284,,1085.25,,,1801018.8459097866,462.8,503453.0,3.5773326326584343
2004,AK,11958.659320589566,239.575,14284.180071428567,,129.4,8973.633160894737,,,3198.870359550561,,95.41386363636366,7827.3,,,,,,,,,46707.03177609979,513.4,659286.0,0.07084487123357662
2004,AL,29553.02970366544,60045.006941393425,205378.67927168828,10855.375818181818,37323.94657924529,16336.628619805713,,1696.872,8828.329807136419,6712.6145,40300.7765,52436.536979920944,223166.812590625,,,115934.007489342,,,,,808568.6168010044,461.0,4530729.0,0.1784632488063189
2004,AR,18032.960023505304,100665.64139841686,228876.49374863005,634.3902330232555,67943.83396226418,24512.228189727306,,25143.0,11100.514075492763,10120.05449647843,15787.254068571667,49467.738312367386,4982.14000662,,184489.86363636365,62470.106667093925,,,,,804226.2188185548,463.1,2749686.0,0.2924792935697221
2004,AS,,,,,,,,,,,,,,1867.74,,,1867.74,,,,3735.48,,,
2004,AZ,6284.129822129792,13833.929591836735,98283.34491735534,417551.96956521727,88400.43566923078,54.020588235294106,,,2380.828083612656,52990.0,35974.261,125382.2364102564,1074.25,,,91529.44337406024,,,,,933738.8490219344,422.2,5652404.0,0.16519322557657493
2004,CA,6390.148724945879,38175.7525911739,81582.55298823997,5967.0725352112695,86368.4101439873,11075.379716682044,,1171.7157894736838,1635.3614935022465,20748.88545503637,22928.05759700627,11445.196190476192,286410.5001013,,,8344.029268292683,,313.57692307692315,,,582556.6395184047,452.2,35574576.0,0.016375645334983185
2004,CO,4891.87087450186,66078.2322114754,183695.56175176468,129795.49333333324,89057.52406451614,56397.87709239274,,,2126.900477740945,411.946,72297.38396049503,90638.33030303028,37.825,,,95667.17212121208,,,,,791096.1171904623,447.2,4575013.0,0.1729166927373676
2004,CT,4779.552230461934,17246.235316455695,93919.070484192,30.589285714285715,57172.25677818183,2640.6411618988573,,,2311.0043056298105,,114069.80667607365,,,,,20.9925,,,,,292190.14873860806,508.4,3496094.0,0.08357617064604328
2004,DC,0.0145,50.445,23461.8625,,1014.2,1914.0133333333329,,,571.5678381666667,,,,,,,,,,,,27012.1031715,488.6,567754.0,0.047577125254071304
2004,DE,33983.308326523664,65621.5407142857,193365.5455555555,,68908.99285714285,16198.176904006577,,,1451.3879461660604,,48467.79931923077,57757.8947368421,,,,1157.6667346583329,,,,,486912.3130944115,510.5,830803.0,0.5860743318144152
2004,FL,57946.76607098798,14318.411897345131,68123.57400579154,12191.40092628478,108858.46006666664,11375.473565271277,,333722.25,7275.057718271768,37298.449680686535,18957.67336667522,126004.6906250734,5.5,,905459.56,4734.1548982652175,,,,,1706271.4228213194,481.2,17415318.0,0.0979753239545393
2004,GA,55110.19428857569,57159.38352288732,87302.11772478037,6198.200024737679,32629.712890188668,21622.62331378847,,0.2,8072.475371459953,10674.33675488372,24159.500641762435,7381.571800357577,242.0,,,115493.64303116644,,,,,426045.9593645883,478.2,8769252.0,0.04858407072400112
2004,GU,17717.77974045676,,,,,13195.736666666666,,,87.02516129032256,,47.07416666666666,,62.5,,,2.61,,,,,31112.725735080414,,,
2004,HI,14896.719429335615,63.225625,5651.140909090909,16026.823846153853,,7600.446923076927,,1100.2316666666666,1976.7108709677414,9685.335,76.38461538461539,,,,,,,,,,57077.01888567633,437.2,1273569.0,0.044816589352972884
2004,IA,26950.271058244794,17404.750939226524,105827.68764644355,374.48774193548377,142628.3008021978,17536.449623689317,,,5286.280823382374,115480.16666666654,17884.597718120807,42519.125,1049.25,,,65382.511065714316,,7049.5,,,565373.3790856216,485.8,2953635.0,0.1914161293069799
2004,ID,18831.090021989618,294.1650773692307,54238.400612244914,246714.17162,95220.40848484848,62987.63743016597,,,6837.6827645954845,61166.99626456875,25510.30545454545,2937.947059317647,1198953.7307692312,,,293955.9604,,327736.6758333333,,,2395385.17179221,464.1,1391802.0,1.7210674878985732
2004,IL,17514.409003860426,41916.87162995593,126494.38124652699,11226.119803921567,42888.310015228395,16279.123927532775,,,3176.0056973288506,6943.863928571428,23931.702467702944,131420.18622641507,766198.4774193547,,500.0,69393.64240827585,,17058.0,,,1274941.093774675,493.6,12589773.0,0.1012679969507532
2004,IN,27437.90145448521,50282.008688172034,160202.04181783553,15707.153924050632,64913.18646666666,52183.87601193784,,,4259.934452913125,51538.01,40216.73246551722,133752.18778696525,7474.679473684209,,69320.0285714286,59532.596617789444,,,,,736820.3377314458,483.7,6233007.0,0.11821266007425402
2004,KS,16349.92129632815,23201.830588852445,215882.51854545454,1167.4263157894736,92585.9450277778,17691.75858,,,3622.5686044977556,5265.923076923076,14936.925345454536,72492.94796800794,,,32596.261363238096,68911.20144559459,,,,,564705.2281579184,471.2,2734373.0,0.20652092021019752
2004,KY,38307.79385942413,121392.20987550431,130546.65831931573,16823.304791666666,92771.13372781065,18628.32061596491,,478.16,5456.083821935125,9016.062857142857,38144.288670746755,73143.77749734277,38327.0,,,47717.944937671506,,25854.17333333333,,,656606.9123078588,522.2,4146101.0,0.15836732204735457
2004,LA,21913.15466729413,60364.0518072289,146445.14839556962,1391.3818787934579,46542.0377533333,13602.75333949663,,,7229.037095015325,2913.741419610345,38855.686662322034,91375.68026718931,124974.30770355901,,291459.0840014703,48270.05766748375,,33184.66666666665,,,928520.7893250327,497.7,4552238.0,0.20397017671857945
2004,MA,6022.878102344006,18212.688962499054,63981.883408725684,1782.3671296296293,147223.20208450698,178.26108179369362,,,981.9116702890744,27.47,44491.108438592586,11708.144375,,,,11070.318181818178,,,,,305680.2334351989,514.2,6412281.0,0.04767106017892836
2004,MD,69637.00199315231,15774.667987341782,52839.19784482762,1490.364090909091,124003.61960784312,21364.15276652476,,6808.872857142859,1544.7521637574287,18465.222222222223,15492.592920353976,87765.07167460001,501.6666666666664,,,2598.1375,,,,,418285.3202953419,464.9,5546935.0,0.07540836881905807
2004,ME,14484.588775327073,2370.089611111111,75185.65639772725,437.5172222222222,51914.35818181816,26247.88786021163,,,7932.555601738332,,11959.837241379311,16810.499239128574,,,,,,,,,207342.99013066365,545.1,1313688.0,0.15783275034152983
2004,MI,21792.194967735137,307254.44957841485,113389.82297312438,12511.825555555557,97094.72155626584,3305.886323669328,,,2007.5364161737705,15250.15,100927.71173277665,42794.85193595375,8664.289323,,112717.5625,113668.38461538461,,,,,951379.3874780539,504.2,10055315.0,0.09461457820844538
2004,MN,12652.155255406184,7154.465308641978,54497.37226404041,12075.725072727273,291917.9819276423,17146.345180792076,,,4532.409804017915,4578.33001632,9130.15319795918,243962.29663834284,125.25,,,73885.45483870963,,,,,731657.9395045999,481.9,5087713.0,0.143808807514221
2004,MO,19641.116430595448,53524.42751368715,108322.41973684212,283142.6370836112,85230.05244218819,15096.370460658001,,,3167.512716188605,4438.6,70998.68182246773,94634.15367213113,21883.750650475,,,416760.1875722056,,455.6666666666665,,,1177295.576767717,471.2,5747741.0,0.20482752733077517
2004,MP,255.774,,,,,,,,20.247058823529397,,,,,,,0.5,,,,,276.5210588235294,,,
2004,MS,31194.4256293483,16703.475609722223,107920.61758112244,19971.24936170213,89874.05314242428,42619.78674988389,,,10740.376898543178,31700.417369458333,11007.985843362834,53313.37235561354,,,1229021.8454545457,434299.2784530434,,,,,2078366.8844487704,469.7,2889010.0,0.7194045311192313
2004,MT,18820.693791857888,6019.92,14481.653571428567,535567.5975,3150.666666666666,2777.3159523809522,,21199.95,2744.7065649717515,99.7,409.38518518518526,454388.48073170724,247.30666666666664,,,347999.72023098194,,,,,1407907.0968618467,475.7,930009.0,1.5138639484799037
2004,NC,57949.334002599826,18779.14093582888,201774.06473424466,16998.292340425534,31577.070648936162,20638.020134803854,,,5954.641319690094,6863.429233589743,16405.34229849558,26716.06554875937,1028.75,,,42682.50810810812,,,,,447366.6593054818,479.8,8553152.0,0.05230430364215225
2004,ND,26061.674291586998,1536.0,18133.8028125,369.6363636363636,130109.71428571426,4946.893877551023,,66.75,2568.50303230808,41261.5,737.6,82559.87631695,,,,147501.7767441861,,,,,455853.72772443277,464.7,644705.0,0.7070733556036215
2004,NE,25014.8357945763,5587.404347826086,188003.70443373328,2672.141875,65120.25,242712.0410745241,,,2174.749689467988,70405.14285714287,11770.241076950351,123973.11578947373,,,,43.113187693103455,,,,,737476.7401263878,480.6,1749370.0,0.4215670442081365
2004,NH,22364.7682019315,10491.638030303026,100148.7589430894,124.49333345555551,23360.125,2820.0727205,,,843.8706406583332,,2762.5714285714284,,,,,2107.428571428572,,,,,165023.72686993782,524.6,1290121.0,0.12791337159067856
2004,NJ,8650.800850892241,96239.7083698297,75170.11084932975,13450.55739130434,219951.6980291263,22764.520726569663,,,1818.9968229599804,1312.7866666666666,33604.72568874172,1964.9238461538464,1238.9376811594198,,,,,,,,476167.76692273363,510.6,8634561.0,0.05514672569025034
2004,NM,3749.0320194142864,1625.0257142857138,34094.43584615385,62703.551631578935,23409.94736842105,2332.779032258064,,,1962.2662266666666,47568.12666666664,22067.90625625,128037.36790697675,,,1815.3368421052633,27042.074565217394,,,,,356407.8500759946,431.8,1903808.0,0.187207874993694
2004,NV,4348.746594190074,18667.20166666666,89361.387990991,1420935.134557143,549685.6666666664,4493.905555555556,,1.5066666666666657,2744.41568561086,,15145.015307142854,37319.75465116279,469322.075,,,1180298.2451937988,,,,,3792323.055535595,478.4,2346222.0,1.6163530371531742
2004,NY,12985.833425696655,33167.442952153106,123197.16741762114,6470.89575,66081.33835137232,23236.652679549352,,,1999.3563735642801,1596.8,15749.368276403313,23210.748217357137,126959.45684210525,,,4.58,,,,,434659.64028582256,497.5,19171567.0,0.02267209771041786
2004,OH,34044.903502119814,47217.83673684211,98392.01075430114,1758.5569380525924,88796.88163828824,10765.344738742968,,,2845.4623575903515,21551.07261111852,29725.389371125133,73193.07308857454,1296142.5228959948,,417588.34259259264,99030.1340625,,30593.65,,,2251645.1812878433,480.5,11452251.0,0.19661158153867248
2004,OK,21079.22029590352,8532.466826923075,95979.83927170867,9555.751865938984,27562.528909,25575.986102129613,,,4321.650965063521,1076.8875001208332,6629.1088684210545,34546.91241156861,79668.24117647059,,116421.9,16434.7175,,,,,447385.2116932485,478.2,3525233.0,0.12690940192981526
2004,OR,18896.041541147813,16140.459307291674,61394.97573348622,534.4285714285713,87610.23702745099,12999.228725600577,,,4151.829628557719,17787.66669336,14643.783745045044,138341.7714533817,475632.3517241379,,,71.97857234285712,,906.85,,,849111.6027232311,484.4,3569463.0,0.2378821695933621
2004,PA,30426.836854683,32781.522896995695,121640.20646835367,47841.52470292928,42040.02682819383,14282.040768472936,,,2331.320875897833,2209.69056235,26972.00595718689,44739.54945340233,1590.8107,,,30557.5330955,,,,,397413.0691639654,503.2,12410722.0,0.03202175257523014
2004,PR,21730.64865499875,275724.06591836736,150902.54887356318,591.9153846153846,201844.43942028977,593.24612524375,,,3913.1474952,,343741.69556603755,,,,,,,,,,999041.7074383157,,,
2004,RI,2032.9057119013885,18861.543428571422,98288.77205128204,3147.0,21555.14,88.9531797435898,,,1486.1000931538458,,5962.442307692309,,,,,,,,,,151422.8567723446,532.5,1074579.0,0.1409136571367434
2004,SC,35321.0196387326,112716.88926053378,268731.60886882484,7299.7435,67217.61695327584,17874.60445952636,,,6202.536517955029,61842.848,72743.0668596491,27434.49109298091,370.05,,,21919.287273858827,,,,,699673.7624253372,485.7,4210921.0,0.16615694343953194
2004,SD,9024.41734486336,26282.875,12050.277857142857,149.83333333333334,49327.15,149250.6336363637,,4.004,6592.1700008849575,133.03333333333322,5528.5,121683.7110714286,,,,1063.0666666666666,,,,,381089.6722440168,478.3,770396.0,0.49466725196394684
2004,TN,62127.46722672963,19487.7016967509,273258.32404159434,20875.654183908046,34601.79008539325,7462.912019361805,,,9806.60980754045,6030.2,18560.85058717949,158034.4942582832,12376.066525625,,,308439.28033397783,,,,,931061.350766344,450.9,5910809.0,0.15751842950200962
2004,TX,10723.898490663632,99787.26939176588,110735.46408141435,6051.847658265823,212400.9858088096,17274.948998748554,,284.0410142,7334.648258518545,62197.1985927928,155154.89714018433,82736.03675617276,20580.93891973867,,276881.02453781513,33813.32979065408,,7.285,,,1095963.814439744,468.2,22394023.0,0.04894001468337083
2004,UT,18831.426913748503,7385.05294117647,68440.54200173609,1151146.7210416666,34949.197384615385,881.44046875,,,3836.8479528553694,11781.0,5318.233327058822,76965.88621462323,181779.45457142848,,,1157415.6016241158,,,,,2718731.404441775,427.0,2401580.0,1.1320594793601608
2004,VA,39527.10538659401,50092.35696629212,77038.92080072014,4509.355674418604,224933.97128057556,62010.466400071775,,,6492.81999809114,20416.11875,26645.619912280694,40566.95535471318,256.4,,,38953.825,,,,,591443.9155237572,456.4,7475575.0,0.07911684593141761
2004,VI,15815.092357757698,,19713.6875,,,50057.33393971667,,,2731.3107692307667,59.0,2246.454545454545,,,,,4129.75,,,,,94752.62911215969,,,
2004,VT,939.8959575757577,4759.1942,50742.71241935484,,76520.64285714286,17350.557142857142,,,769.5200769230769,,13215.665863636359,,,,,,,,,,164298.18851749002,499.6,619920.0,0.26503127583799524
2004,WA,15896.945105740628,26901.149790322583,46548.5872437625,5596.76821784239,141966.4318,10254.255522838755,,,2667.700582483745,1974.603217535714,9024.374157276994,32841.41253674138,41300.605,,,611150.0608758958,,,,,946122.8940504405,506.1,6178645.0,0.15312789358353499
2004,WI,11118.967852875936,73669.62201755312,73686.36984745756,9822.241564583332,76318.99792580647,15344.67151994123,,,1760.093878235906,46131.21111111112,37621.1849195946,6954.584493693672,,,,1169.3840526315787,,27433.5,,,381030.82918348454,481.6,5514026.0,0.06910210963522562
2004,WV,88971.84706819436,68781.49557692307,119523.42088235295,2785.9262068965522,143551.555,10748.227653626403,,27.15,5734.450896317912,12713.666813186817,49358.34641509432,85946.94330097089,3363.666666666666,,,39698.659721518976,,,,,631205.3562017488,493.9,1816438.0,0.3474962295447182
2004,WY,8569.706270031904,7039.416666666664,10066.094705882353,461.9857142857145,649.333333333333,479.653,,,4045.507240268455,59.74285714285714,46.4025,138210.90618181814,,,1350200.0,21624.87140350876,,940.626666666666,,,1542394.246539605,451.8,509106.0,3.029613177883594
2005,AK,16338.227902064224,222.67777777777775,1162.25,,168.275,1643.9298872142847,,1476024.0291916663,6379.482077777775,,91.60909090909092,32567.985714285718,,,,,,,,,1534598.4666416952,481.7,666946.0,2.300933608780464
2005,AL,29711.878586033497,43643.48111846152,138135.0593660478,9845.386929161663,57529.37951979166,18091.145513613457,,4735.251,8510.910836121024,10675.7656,59404.44846765959,59418.76973542403,234958.1795213235,,,114684.85081675685,,,,,789344.5070103946,462.0,4565917.0,0.17287754179727635
2005,AR,19171.807864345985,136379.3506115702,280053.97195162444,1746.4724137931037,91138.68074074072,39262.879700299614,,18499.625,9583.488120807668,13345.987406406,20988.926625387,45496.51699973835,6326.5000063,,139885.75,50018.529714871416,,,,,871898.4871558845,466.2,2781097.0,0.31350883739613705
2005,AS,,,,,,,,,,,,,,852.61,,,852.61,,,,1705.22,,,
2005,AZ,6604.3551201652945,6655.899552238808,83980.82316122603,499746.99569892476,115668.28571428574,35.82842105263157,,,2325.41048124989,86886.0,42143.149076923066,105764.32076923072,841.6666666666664,,,96070.75376705926,,,,,1046723.4884290228,417.9,5839077.0,0.17926180600615865
